,gene_id,sample_1,sample_2,status,value_1,value_2,log2_fold_change,test_stat,p_value,q_value,significant
21831,SNORA45B,control,SRR926261,OK,1,773.294,9.594873209,NA,8.00E-04,0.043453,yes
13797,MIR219B,control,SRR926261,OK,1,820.665,9.680649616,NA,5.00E-05,0.00482166,yes
14953,MIR638,control,SRR926261,OK,1,1141.5,10.15671514,NA,0.00095,0.0493699,yes
22118,SNORD66,control,SRR926261,OK,1,1250.17,10.28790857,NA,0.00025,0.018401,yes
22136,SNORD82,control,SRR926261,OK,1,1299.77,10.34404064,NA,5.00E-05,0.00482166,yes
22048,SNORD1A,control,SRR926261,OK,1,1359.57,10.40893472,NA,8.00E-04,0.043453,yes
22138,SNORD83B,control,SRR926261,OK,1,1402.54,10.4538262,NA,5.00E-05,0.00482166,yes
15102,MIR6797,control,SRR926261,OK,1,1467.09,10.51874166,NA,0.00025,0.018401,yes
22093,SNORD4A,control,SRR926261,OK,1,1467.09,10.51874166,NA,0.00065,0.0374487,yes
22051,SNORD2,control,SRR926261,OK,1,1596.46,10.64066069,NA,0.00065,0.0374487,yes
22045,SNORD18C,control,SRR926261,OK,1,1823.8,10.83273182,NA,0.00035,0.0236388,yes
13622,MIR1292,control,SRR926261,OK,1,1910.88,10.90002147,NA,6.00E-04,0.0355914,yes
22106,SNORD58A,control,SRR926261,OK,1,2005.16,10.96950164,NA,3.00E-04,0.0209686,yes
22101,SNORD54,control,SRR926261,OK,1,2216.15,11.11383982,NA,0.00025,0.018401,yes
15125,MIR6820,control,SRR926261,OK,1,2335.99,11.18981838,NA,5.00E-05,0.00482166,yes
22036,SNORD14C,control,SRR926261,OK,1,2735.54,11.41760994,NA,0.00025,0.018401,yes
15195,MIR6889,control,SRR926261,OK,1,2768.15,11.43470641,NA,0.00035,0.0236388,yes
22120,SNORD68,control,SRR926261,OK,1,2934.18,11.51874166,NA,0.00055,0.0335073,yes
22072,SNORD36C,control,SRR926261,OK,1,3647.6,11.83273182,NA,0.00075,0.0413601,yes
20112,RNU86,control,SRR926261,OK,1,10796.4,13.39826271,NA,0.00015,0.012408,yes
8727,IGFBP4,control,SRR926261,OK,2442.1,1,-11.25390656,NA,5.00E-05,0.00482166,yes
13300,MEG3,control,SRR926261,OK,47.9361,0.0292806,-10.67695171,-3.83809,0.00025,0.018401,yes
8728,IGFBP5,control,SRR926261,OK,1200.35,1,-10.22923942,NA,6.00E-04,0.0355914,yes
5004,DMD,control,SRR926261,OK,13.7548,0.0158052,-9.765320156,-4.12741,0.00095,0.0493699,yes
23221,TCF4,control,SRR926261,OK,22.5288,0.0323943,-9.441814772,-5.37064,5.00E-05,0.00482166,yes
12837,LUM,control,SRR926261,OK,344.117,1,-8.426755355,NA,5.00E-05,0.00482166,yes
18215,PLA2G2A,control,SRR926261,OK,323.505,1,-8.3376442,NA,5.00E-05,0.00482166,yes
3900,COL1A2,control,SRR926261,OK,307.555,1,-8.26470062,NA,5.00E-05,0.00482166,yes
22070,SNORD36A,control,SRR926261,OK,269.912,1,-8.076345309,NA,1.00E-04,0.00892723,yes
3911,COL3A1,control,SRR926261,OK,212.524,1,-7.731481961,NA,5.00E-05,0.00482166,yes
25208,WBP5,control,SRR926261,OK,206.813,1,-7.692183064,NA,5.00E-05,0.00482166,yes
3436,CFH,control,SRR926261,OK,201.287,1,-7.653110189,NA,5.00E-05,0.00482166,yes
22071,SNORD36B,control,SRR926261,OK,190.476,1,-7.573465419,NA,5.00E-05,0.00482166,yes
8765,IKZF1,control,SRR926261,OK,1.52664,0.00830875,-7.521512733,-1.15553,0.00055,0.0335073,yes
15213,MIR7111,control,SRR926261,OK,179.941,1,-7.491380135,NA,5.00E-05,0.00482166,yes
13440,MGP,control,SRR926261,OK,174.16,1,-7.444269502,NA,5.00E-05,0.00482166,yes
5449,EFEMP1,control,SRR926261,OK,171.818,1,-7.424737374,NA,5.00E-05,0.00482166,yes
22081,SNORD42A,control,SRR926261,OK,161.842,1,-7.338442243,NA,0.00025,0.018401,yes
19913,RNASE1,control,SRR926261,OK,136.151,1,-7.089063768,NA,5.00E-05,0.00482166,yes
22082,SNORD42B,control,SRR926261,OK,121.873,1,-6.929234733,NA,0.00015,0.012408,yes
22108,SNORD58C,control,SRR926261,OK,119.68,1,-6.90303827,NA,2.00E-04,0.0157493,yes
13027,MAOB,control,SRR926261,OK,115.169,1,-6.847608629,NA,5.00E-05,0.00482166,yes
22115,SNORD63,control,SRR926261,OK,114.235,1,-6.83586093,NA,3.00E-04,0.0209686,yes
6935,FXYD1,control,SRR926261,OK,112.614,1,-6.815242382,NA,5.00E-05,0.00482166,yes
22064,SNORD32A,control,SRR926261,OK,110.005,1,-6.781425289,NA,7.00E-04,0.0390808,yes
3168,CDH11,control,SRR926261,OK,102.831,1,-6.684131443,NA,5.00E-05,0.00482166,yes
8729,IGFBP6,control,SRR926261,OK,94.7902,1,-6.566666007,NA,5.00E-05,0.00482166,yes
6730,FMOD,control,SRR926261,OK,92.1475,1,-6.52587312,NA,5.00E-05,0.00482166,yes
13498,MIR100HG,control,SRR926261,OK,78.385,1,-6.292505697,NA,5.00E-05,0.00482166,yes
4984,DLK1,control,SRR926261,OK,70.8493,1,-6.146681694,NA,5.00E-05,0.00482166,yes
17833,PDGFRA,control,SRR926261,OK,68.9858,1,-6.108227524,NA,5.00E-05,0.00482166,yes
24632,TYROBP,control,SRR926261,OK,64.4998,1,-6.011222782,NA,5.00E-05,0.00482166,yes
18213,PLA2G16,control,SRR926261,OK,63.5221,1,-5.989186703,NA,5.00E-05,0.00482166,yes
3817,CNN1,control,SRR926261,OK,63.1126,1,-5.979856153,NA,5.00E-05,0.00482166,yes
16169,NDN,control,SRR926261,OK,61.3565,1,-5.939144283,NA,5.00E-05,0.00482166,yes
23216,TCF21,control,SRR926261,OK,60.8174,1,-5.926412236,NA,5.00E-05,0.00482166,yes
23198,TCEAL8,control,SRR926261,OK,59.2728,1,-5.889298306,NA,5.00E-05,0.00482166,yes
8743,IGLL5,control,SRR926261,OK,56.8488,1,-5.829057991,NA,5.00E-05,0.00482166,yes
5583,ELK2AP,control,SRR926261,OK,55.9931,1,-5.80717715,NA,5.00E-05,0.00482166,yes
1694,BEX4,control,SRR926261,OK,54.0395,1,-5.755942421,NA,5.00E-05,0.00482166,yes
7874,GYPC,control,SRR926261,OK,52.9377,1,-5.72622361,NA,5.00E-05,0.00482166,yes
9095,ITM2A,control,SRR926261,OK,51.7057,1,-5.692251426,NA,5.00E-05,0.00482166,yes
7960,HBB,control,SRR926261,OK,51.6263,1,-5.6900343,NA,5.00E-05,0.00482166,yes
2242,C20orf85,control,SRR926261,OK,48.7191,1,-5.606415577,NA,5.00E-05,0.00482166,yes
2936,CCL14,control,SRR926261,OK,48.1891,1,-5.590634952,NA,5.00E-05,0.00482166,yes
17885,PDZRN3,control,SRR926261,OK,43.0932,1,-5.429388328,NA,5.00E-05,0.00482166,yes
7780,GSTM5,control,SRR926261,OK,43.0374,1,-5.427519018,NA,5.00E-05,0.00482166,yes
2145,C1QB,control,SRR926261,OK,40.1117,1,-5.325951206,NA,5.00E-05,0.00482166,yes
12978,MAGEH1,control,SRR926261,OK,38.4443,1,-5.264697806,NA,5.00E-05,0.00482166,yes
24759,UCHL1,control,SRR926261,OK,37.3894,1,-5.224557415,NA,5.00E-05,0.00482166,yes
13376,MFAP2,control,SRR926261,OK,35.849,1,-5.163860971,NA,5.00E-05,0.00482166,yes
5616,EMC10,control,SRR926261,OK,35.5129,1,-5.150271271,NA,5.00E-05,0.00482166,yes
21834,SNORA48,control,SRR926261,OK,35.4323,1,-5.146993212,NA,9.00E-04,0.0477344,yes
390,ADH1B,control,SRR926261,OK,34.5611,1,-5.111077231,NA,5.00E-05,0.00482166,yes
1180,ARMCX3,control,SRR926261,OK,34.231,1,-5.097231534,NA,5.00E-05,0.00482166,yes
18973,PRRX1,control,SRR926261,OK,33.6899,1,-5.074244241,NA,5.00E-05,0.00482166,yes
4124,CRIP1,control,SRR926261,OK,33.5015,1,-5.066153787,NA,5.00E-05,0.00482166,yes
12563,LOC728392,control,SRR926261,OK,33.1332,1,-5.05020564,NA,5.00E-05,0.00482166,yes
22476,SPRR2F,control,SRR926261,OK,32.6172,1,-5.027561035,NA,5.00E-05,0.00482166,yes
3759,CLSTN3,control,SRR926261,OK,32.0772,1,-5.00347631,NA,5.00E-05,0.00482166,yes
6800,FOXL2,control,SRR926261,OK,31.7019,1,-4.986497403,NA,5.00E-05,0.00482166,yes
1230,ARX,control,SRR926261,OK,31.6671,1,-4.98491285,NA,5.00E-05,0.00482166,yes
14870,MIR590,control,SRR926261,OK,31.205,1,-4.963705307,NA,0.00065,0.0374487,yes
15844,MUM1L1,control,SRR926261,OK,30.4174,1,-4.926824935,NA,5.00E-05,0.00482166,yes
1179,ARMCX2,control,SRR926261,OK,29.7972,1,-4.897104864,NA,5.00E-05,0.00482166,yes
16660,NRK,control,SRR926261,OK,28.2716,1,-4.821281628,NA,5.00E-05,0.00482166,yes
3054,CD248,control,SRR926261,OK,27.8402,1,-4.79909767,NA,5.00E-05,0.00482166,yes
524,AIF1,control,SRR926261,OK,27.7621,1,-4.795044796,NA,5.00E-05,0.00482166,yes
21720,SNAI2,control,SRR926261,OK,27.6758,1,-4.790553115,NA,5.00E-05,0.00482166,yes
20770,SELENBP1,control,SRR926261,OK,27.1417,1,-4.762439181,NA,5.00E-05,0.00482166,yes
15565,MRGPRF,control,SRR926261,OK,26.8655,1,-4.747682784,NA,5.00E-05,0.00482166,yes
10286,LINC00473,control,SRR926261,OK,25.3392,1,-4.663299072,NA,5.00E-05,0.00482166,yes
12931,MAF,control,SRR926261,OK,24.6003,1,-4.620604004,NA,5.00E-05,0.00482166,yes
7779,GSTM4,control,SRR926261,OK,24.4655,1,-4.612676862,NA,5.00E-05,0.00482166,yes
25040,VCAM1,control,SRR926261,OK,23.9786,1,-4.583675524,NA,5.00E-05,0.00482166,yes
8240,HLA-DQB1,control,SRR926261,OK,23.6256,1,-4.562279064,NA,5.00E-05,0.00482166,yes
18516,POSTN,control,SRR926261,OK,22.5344,1,-4.494057132,NA,5.00E-05,0.00482166,yes
2941,CCL18,control,SRR926261,OK,22.1381,1,-4.468459503,NA,5.00E-05,0.00482166,yes
2468,C9orf24,control,SRR926261,OK,21.9103,1,-4.453537333,NA,0.00015,0.012408,yes
7775,GSTM1,control,SRR926261,OK,21.0811,1,-4.397878243,NA,5.00E-05,0.00482166,yes
9981,LDB2,control,SRR926261,OK,20.3727,1,-4.348565289,NA,5.00E-05,0.00482166,yes
15198,MIR6892,control,SRR926261,OK,18.5526,1,-4.213549478,NA,4.00E-04,0.0259468,yes
6422,FBXL7,control,SRR926261,OK,18.5202,1,-4.211027773,NA,5.00E-05,0.00482166,yes
1184,ARMCX6,control,SRR926261,OK,17.6452,1,-4.141203877,NA,5.00E-05,0.00482166,yes
5836,ESR1,control,SRR926261,OK,17.5075,1,-4.129901182,NA,5.00E-05,0.00482166,yes
3244,CDO1,control,SRR926261,OK,17.4591,1,-4.125907286,NA,5.00E-05,0.00482166,yes
21193,SLC16A2,control,SRR926261,OK,17.2836,1,-4.111331843,NA,5.00E-05,0.00482166,yes
17985,PGM5,control,SRR926261,OK,16.6087,1,-4.05386725,NA,5.00E-05,0.00482166,yes
13291,MEDAG,control,SRR926261,OK,16.5731,1,-4.050771579,NA,5.00E-05,0.00482166,yes
20896,SERTM1,control,SRR926261,OK,16.4692,1,-4.041698572,NA,5.00E-05,0.00482166,yes
18830,PRKCDBP,control,SRR926261,OK,15.8296,1,-3.984552895,NA,5.00E-05,0.00482166,yes
19451,RAMP1,control,SRR926261,OK,15.8281,1,-3.98441618,NA,5.00E-05,0.00482166,yes
23621,TMEM100,control,SRR926261,OK,15.7743,1,-3.979504081,NA,5.00E-05,0.00482166,yes
23197,TCEAL7,control,SRR926261,OK,15.6772,1,-3.970596007,NA,5.00E-05,0.00482166,yes
21661,SMIM10,control,SRR926261,OK,15.4543,1,-3.949936404,NA,5.00E-05,0.00482166,yes
18346,PLVAP,control,SRR926261,OK,15.2552,1,-3.931229189,NA,5.00E-05,0.00482166,yes
4080,CPXM1,control,SRR926261,OK,15.1108,1,-3.917508137,NA,5.00E-05,0.00482166,yes
5704,EPB41L3,control,SRR926261,OK,13.179,1,-3.720169,NA,5.00E-05,0.00482166,yes
15687,MS4A8,control,SRR926261,OK,12.9963,1,-3.700029046,NA,5.00E-05,0.00482166,yes
3114,CD93,control,SRR926261,OK,12.8268,1,-3.68108939,NA,5.00E-05,0.00482166,yes
9093,ITLN1,control,SRR926261,OK,12.5106,1,-3.645079077,NA,5.00E-05,0.00482166,yes
2643,CAPSL,control,SRR926261,OK,12.4527,1,-3.638386677,NA,2.00E-04,0.0157493,yes
7256,GIMAP4,control,SRR926261,OK,12.2357,1,-3.613024735,NA,5.00E-05,0.00482166,yes
21242,SLC22A3,control,SRR926261,OK,12.1943,1,-3.608135039,NA,5.00E-05,0.00482166,yes
20145,ROR2,control,SRR926261,OK,11.8773,1,-3.570135009,NA,5.00E-05,0.00482166,yes
6023,FAM127C,control,SRR926261,OK,11.6888,1,-3.547054922,NA,2.00E-04,0.0157493,yes
6486,FCGR3A,control,SRR926261,OK,11.6844,1,-3.546511748,NA,5.00E-05,0.00482166,yes
15508,MORN5,control,SRR926261,OK,11.6016,1,-3.536251879,NA,6.00E-04,0.0355914,yes
15684,MS4A6A,control,SRR926261,OK,11.5853,1,-3.534223498,NA,5.00E-05,0.00482166,yes
23217,TCF23,control,SRR926261,OK,11.5734,1,-3.532740852,NA,5.00E-05,0.00482166,yes
8352,HOPX,control,SRR926261,OK,11.5368,1,-3.528171209,NA,5.00E-05,0.00482166,yes
21192,SLC16A14,control,SRR926261,OK,11.3607,1,-3.505979825,NA,5.00E-05,0.00482166,yes
23783,TMEM246,control,SRR926261,OK,11.2171,1,-3.487627834,NA,5.00E-05,0.00482166,yes
6173,FAM216B,control,SRR926261,OK,10.8401,1,-3.438306161,NA,5.00E-05,0.00482166,yes
2849,CCDC184,control,SRR926261,OK,10.7341,1,-3.424129328,NA,5.00E-05,0.00482166,yes
5394,ECSCR,control,SRR926261,OK,10.4951,1,-3.391644008,NA,0.00015,0.012408,yes
6605,FIBIN,control,SRR926261,OK,10.1477,1,-3.343080869,NA,5.00E-05,0.00482166,yes
19189,PTPRD,control,SRR926261,OK,9.84189,1,-3.298935392,NA,5.00E-05,0.00482166,yes
8839,IL33,control,SRR926261,OK,9.82915,1,-3.297066661,NA,5.00E-05,0.00482166,yes
2327,C4BPB,control,SRR926261,OK,9.82498,1,-3.296454471,NA,5.00E-05,0.00482166,yes
15713,MSR1,control,SRR926261,OK,9.30275,1,-3.217657257,NA,5.00E-05,0.00482166,yes
23288,TEKT1,control,SRR926261,OK,9.26049,1,-3.211088533,NA,5.00E-05,0.00482166,yes
5466,EFS,control,SRR926261,OK,9.08997,1,-3.184275533,NA,5.00E-05,0.00482166,yes
7255,GIMAP2,control,SRR926261,OK,8.96273,1,-3.163938236,NA,0.00045,0.0283736,yes
431,ADRB3,control,SRR926261,OK,8.90576,1,-3.154738733,NA,5.00E-05,0.00482166,yes
18228,PLA2G5,control,SRR926261,OK,8.57621,1,-3.100340233,NA,5.00E-05,0.00482166,yes
20476,S1PR1,control,SRR926261,OK,8.57518,1,-3.100166955,NA,5.00E-05,0.00482166,yes
3775,CMAHP,control,SRR926261,OK,8.44113,1,-3.077436143,NA,5.00E-05,0.00482166,yes
8060,HEPH,control,SRR926261,OK,8.41389,1,-3.072772957,NA,5.00E-05,0.00482166,yes
7926,HAND2,control,SRR926261,OK,8.34717,1,-3.061287153,NA,5.00E-05,0.00482166,yes
5962,FABP4,control,SRR926261,OK,8.16425,1,-3.02932036,NA,0.00025,0.018401,yes
7884,H19,control,SRR926261,OK,8.06626,1,-3.011899909,NA,5.00E-05,0.00482166,yes
8460,HS3ST2,control,SRR926261,OK,7.90708,1,-2.983145021,NA,5.00E-05,0.00482166,yes
3439,CFHR3,control,SRR926261,OK,7.88563,1,-2.97922602,NA,5.00E-05,0.00482166,yes
17855,PDLIM4,control,SRR926261,OK,7.61282,1,-2.928430967,NA,5.00E-05,0.00482166,yes
16344,NGF,control,SRR926261,OK,7.25841,1,-2.859653551,NA,0.00025,0.018401,yes
18059,PI15,control,SRR926261,OK,7.19568,1,-2.84713103,NA,5.00E-05,0.00482166,yes
5448,EFCC1,control,SRR926261,OK,7.15697,1,-2.839348932,NA,5.00E-05,0.00482166,yes
19140,PTGFR,control,SRR926261,OK,7.0559,1,-2.818830114,NA,5.00E-05,0.00482166,yes
15682,MS4A4A,control,SRR926261,OK,7.04617,1,-2.816839283,NA,5.00E-05,0.00482166,yes
19774,RGS1,control,SRR926261,OK,7.04373,1,-2.816339609,NA,1.00E-04,0.00892723,yes
12942,MAG,control,SRR926261,OK,7.01349,1,-2.810132526,NA,1.00E-04,0.00892723,yes
25146,VSIG4,control,SRR926261,OK,6.99486,1,-2.806295183,NA,5.00E-05,0.00482166,yes
12640,LPL,control,SRR926261,OK,6.96838,1,-2.800823299,NA,5.00E-05,0.00482166,yes
9605,KLHL4,control,SRR926261,OK,6.83516,1,-2.772975109,NA,5.00E-05,0.00482166,yes
17667,PCDH18,control,SRR926261,OK,6.79216,1,-2.763870444,NA,5.00E-05,0.00482166,yes
7767,GSTA1,control,SRR926261,OK,6.77637,1,-2.76051265,NA,0.00045,0.0283736,yes
3086,CD48,control,SRR926261,OK,6.74821,1,-2.75450487,NA,0.00045,0.0283736,yes
7537,GPC6,control,SRR926261,OK,6.64027,1,-2.731241904,NA,5.00E-05,0.00482166,yes
3080,CD4,control,SRR926261,OK,6.60111,1,-2.722708639,NA,5.00E-05,0.00482166,yes
23840,TMEM55A,control,SRR926261,OK,6.56784,1,-2.715418982,NA,5.00E-05,0.00482166,yes
23195,TCEAL5,control,SRR926261,OK,6.33023,1,-2.662257919,NA,4.00E-04,0.0259468,yes
6589,FGG,control,SRR926261,OK,6.3253,1,-2.661133906,NA,1.00E-04,0.00892723,yes
18056,PHYHIP,control,SRR926261,OK,5.84971,1,-2.548365105,NA,5.00E-05,0.00482166,yes
20268,RPRM,control,SRR926261,OK,5.83499,1,-2.544730183,NA,0.00025,0.018401,yes
13069,MAP6,control,SRR926261,OK,5.79457,1,-2.534701607,NA,5.00E-05,0.00482166,yes
2736,CBLN4,control,SRR926261,OK,5.79328,1,-2.534380395,NA,5.00E-05,0.00482166,yes
3684,CLEC14A,control,SRR926261,OK,5.78161,1,-2.531471295,NA,5.00E-05,0.00482166,yes
7259,GIMAP7,control,SRR926261,OK,5.77671,1,-2.530248071,NA,0.00025,0.018401,yes
7126,GBGT1,control,SRR926261,OK,5.7612,1,-2.526369342,NA,5.00E-05,0.00482166,yes
19789,RGS4,control,SRR926261,OK,5.75095,1,-2.523800295,NA,5.00E-05,0.00482166,yes
24749,UBXN10,control,SRR926261,OK,5.73485,1,-2.519755752,NA,5.00E-05,0.00482166,yes
17705,PCDHB5,control,SRR926261,OK,5.71275,1,-2.514185396,NA,5.00E-05,0.00482166,yes
21329,SLC27A6,control,SRR926261,OK,5.71131,1,-2.513821694,NA,5.00E-05,0.00482166,yes
19454,RAMP3,control,SRR926261,OK,5.68162,1,-2.506302344,NA,0.00015,0.012408,yes
24980,USP51,control,SRR926261,OK,5.59903,1,-2.48517691,NA,5.00E-05,0.00482166,yes
18987,PRSS35,control,SRR926261,OK,5.4311,1,-2.441244427,NA,2.00E-04,0.0157493,yes
16047,NAP1L2,control,SRR926261,OK,5.23454,1,-2.388062762,NA,1.00E-04,0.00892723,yes
22649,ST6GALNAC5,control,SRR926261,OK,5.18572,1,-2.374544311,NA,5.00E-05,0.00482166,yes
5981,FAIM2,control,SRR926261,OK,5.04118,1,-2.333761468,NA,5.00E-05,0.00482166,yes
25861,ZNF300P1,control,SRR926261,OK,4.95847,1,-2.309895027,NA,4.00E-04,0.0259468,yes
1630,BCHE,control,SRR926261,OK,4.93906,1,-2.304236495,NA,5.00E-05,0.00482166,yes
5304,DUSP26,control,SRR926261,OK,4.72155,1,-2.239260548,NA,0.00015,0.012408,yes
4466,CYP17A1,control,SRR926261,OK,4.70783,1,-2.235062226,NA,5.00E-05,0.00482166,yes
21804,SNORA23,control,SRR926261,OK,4.65788,1,-2.219673472,NA,0.00055,0.0335073,yes
7592,GPR173,control,SRR926261,OK,4.61855,1,-2.207439987,NA,5.00E-05,0.00482166,yes
26178,ZNF711,control,SRR926261,OK,4.49754,1,-2.169136113,NA,5.00E-05,0.00482166,yes
16173,NDP,control,SRR926261,OK,4.47119,1,-2.160658853,NA,5.00E-05,0.00482166,yes
4431,CXorf57,control,SRR926261,OK,4.22299,1,-2.078264831,NA,5.00E-05,0.00482166,yes
20132,ROBO4,control,SRR926261,OK,4.17823,1,-2.062891911,NA,5.00E-05,0.00482166,yes
7270,GIPC2,control,SRR926261,OK,4.16317,1,-2.057682471,NA,5.00E-05,0.00482166,yes
5872,EVC2,control,SRR926261,OK,4.1202,1,-2.042714369,NA,5.00E-05,0.00482166,yes
9976,LCP2,control,SRR926261,OK,4.01859,1,-2.006689393,NA,1.00E-04,0.00892723,yes
