Probes
ASHG19A3A009976
ASHG19A3A031104
ASHG19A3A009170
ASHG19A3A029519
ASHG19A3A026395
ASHG19A3A029508
ASHG19A3H0000010
ASHG19A3A046335
ASHG19A3A005175
ASHG19A3A004409
ASHG19A3A012364
ASHG19A3L0002576
ASHG19A3A045780
ASHG19A3A053355
ASHG19A3A041285
ASHG19A3A003786
ASHG19A3A011102
ASHG19A3A006294
ASHG19A3A054519
ASHG19A3A003654
ASHG19A3A047244
ASHG19A3A040975
ASHG19A3A047517
ASHG19A3A020980
ASHG19A3A011260
ASHG19A3A016280
ASHG19A3A028805
ASHG19A3A005492
ASHG19A3A055292
ASHG19A3A037658
ASHG19A3A001542
ASHG19A3L0001970
ASHG19A3A003651
ASHG19A3A007582
ASHG19A3A008731
ASHG19A3A040981
ASHG19A3A027156
CUST_857_PI426073487
ASHG19A3A047270
ASHG19A3A016839
ASHG19A3A035601
ASHG19A3A021039
ASHG19A3A037685
ASHG19A3A036331
ASHG19A3A003592
ASHG19A3A006842
ASHG19A3A012191
ASHG19A3A032920
ASHG19A3A005433
ASHG19A3A010400
ASHG19A3A023233
ASHG19A3A046548
ASHG19A3A013901
ASHG19A3A006804
ASHG19A3A038506
ASHG19A3A011118
ASHG19A3L0001485
ASHG19A3A038887
ASHG19A3A053263
ASHG19A3A031294
ASHG19A3A033907
ASHG19A3A005024
ASHG19A3A003763
ASHG19A3A025724
ASHG19A3A006495
ASHG19A3H0000501
ASHG19A3A053228
ASHG19A3A036737
ASHG19A3A027268
ASHG19A3A050777
ASHG19A3A006112
ASHG19A3A039820
ASHG19A3A050309
ASHG19A3A051256
ASHG19A3A047251
ASHG19A3A046520
ASHG19A3L0003137
ASHG19A3A029382
ASHG19A3A032752
ASHG19A3A048682
ASHG19A3A003406
ASHG19A3A024544
ASHG19A3A006766
ASHG19A3A018829
ASHG19A3L0001721
ASHG19A3A017434
ASHG19A3A004343
ASHG19A3A029307
ASHG19A3A005658
ASHG19A3A016443
ASHG19A3A038915
ASHG19A3A039396
ASHG19A3A021266
ASHG19A3A054645
ASHG19A3A004778
ASHG19A3A001737
ASHG19A3A014413
ASHG19A3A037750
ASHG19A3A033490
ASHG19A3A018760
ASHG19A3A044241
ASHG19A3A002707
ASHG19A3A030161
ASHG19A3A039611
ASHG19A3A038519
ASHG19A3A006195
ASHG19A3A052891
CUST_681_PI426073487
ASHG19A3A044894
ASHG19A3A003768
ASHG19A3A025665
ASHG19A3A038299
ASHG19A3A027659
ASHG19A3A019410
ASHG19A3A019649
ASHG19A3A019654
ASHG19A3A024888
ASHG19A3L0002953
ASHG19A3A050487
ASHG19A3A008825
ASHG19A3A013238
ASHG19A3A054339
ASHG19A3A030598
ASHG19A3A019066
ASHG19A3H0000135
ASHG19A3A018371
ASHG19A3A054944
ASHG19A3A024101
ASHG19A3A032524
ASHG19A3A022760
ASHG19A3A002553
ASHG19A3A006324
ASHG19A3A005305
ASHG19A3A012658
ASHG19A3A038828
ASHG19A3A009412
ASHG19A3A011285
ASHG19A3A036502
ASHG19A3A037531
ASHG19A3A018639
ASHG19A3A012002
ASHG19A3A005624
ASHG19A3L0001998
ASHG19A3A015212
ASHG19A3A003354
ASHG19A3A003544
ASHG19A3A030138
ASHG19A3A044749
ASHG19A3A031684
ASHG19A3A004756
ASHG19A3L0002489
ASHG19A3A048093
ASHG19A3A049954
ASHG19A3A051276
ASHG19A3A024490
ASHG19A3A052068
ASHG19A3A051419
ASHG19A3A010087
ASHG19A3A047885
ASHG19A3A031575
ASHG19A3A042468
ASHG19A3A022575
ASHG19A3A044668
ASHG19A3A033895
ASHG19A3A016178
ASHG19A3A021981
ASHG19A3A044750
ASHG19A3A014557
ASHG19A3A051779
ASHG19A3A034407
ASHG19A3A021856
ASHG19A3A012624
ASHG19A3A029633
ASHG19A3A030704
ASHG19A3A001675
ASHG19A3A019187
ASHG19A3A045502
ASHG19A3A031223
ASHG19A3L0001591
ASHG19A3A041486
ASHG19A3A023401
ASHG19A3A000279
ASHG19A3A028840
ASHG19A3A001889
ASHG19A3A023878
ASHG19A3A027608
ASHG19A3A038025
ASHG19A3A028585
ASHG19A3A001314
ASHG19A3A035801
ASHG19A3A007007
ASHG19A3L0002927
CUST_28_PI426249100
ASHG19A3A049814
ASHG19A3A023311
ASHG19A3A019425
CUST_36_PI426249100
ASHG19A3L0003506
ASHG19A3A047414
ASHG19A3A044905
ASHG19A3A043980
ASHG19A3A016593
ASHG19A3A025246
ASHG19A3A043643
ASHG19A3A008093
ASHG19A3A048565
ASHG19A3A054588
ASHG19A3A002592
ASHG19A3A022962
ASHG19A3A022440
ASHG19A3A050191
ASHG19A3A045868
ASHG19A3A010178
ASHG19A3A008371
ASHG19A3A038760
ASHG19A3A049384
ASHG19A3A034612
ASHG19A3A008192
ASHG19A3A031865
ASHG19A3A003826
ASHG19A3A023881
ASHG19A3A006133
ASHG19A3A027352
ASHG19A3A002973
ASHG19A3A016935
ASHG19A3A005040
ASHG19A3A053189
ASHG19A3A020298
ASHG19A3A034068
ASHG19A3A024148
ASHG19A3A051754
ASHG19A3A015392
ASHG19A3A025551
ASHG19A3A045601
ASHG19A3A017165
ASHG19A3A034316
ASHG19A3L0002272
ASHG19A3A016093
ASHG19A3A043919
ASHG19A3A037774
ASHG19A3A008700
ASHG19A3A022107
ASHG19A3A044921
ASHG19A3A052818
ASHG19A3A041692
ASHG19A3A038962
ASHG19A3A036890
ASHG19A3A047177
ASHG19A3A013523
ASHG19A3A027888
ASHG19A3A038654
ASHG19A3A053678
ASHG19A3A012278
ASHG19A3A023907
ASHG19A3A046345
ASHG19A3A026185
ASHG19A3A005009
ASHG19A3A038845
ASHG19A3A004031
ASHG19A3A053310
ASHG19A3A000426
ASHG19A3A050904
ASHG19A3L0000797
ASHG19A3A042060
ASHG19A3A035241
ASHG19A3A001330
ASHG19A3A022681
ASHG19A3A038218
ASHG19A3A005217
ASHG19A3A036099
ASHG19A3A029451
ASHG19A3A033944
ASHG19A3A022927
ASHG19A3A035833
ASHG19A3A054321
ASHG19A3A007763
ASHG19A3A044093
ASHG19A3A053433
ASHG19A3A051107
ASHG19A3A023334
ASHG19A3A050341
ASHG19A3A046861
ASHG19A3A049052
ASHG19A3A007120
ASHG19A3A008061
ASHG19A3A019167
ASHG19A3A031067
ASHG19A3A054036
ASHG19A3A019805
ASHG19A3A028546
ASHG19A3L0003080
ASHG19A3A042884
ASHG19A3A048003
ASHG19A3A026980
ASHG19A3A003148
ASHG19A3A051954
ASHG19A3A000929
ASHG19A3A014966
ASHG19A3A046257
ASHG19A3L0000305
ASHG19A3A033501
ASHG19A3A039759
ASHG19A3A048975
ASHG19A3A043331
ASHG19A3A002379
ASHG19A3A042532
ASHG19A3A055156
ASHG19A3A023308
ASHG19A3A033072
ASHG19A3A042945
ASHG19A3A009244
ASHG19A3A029454
ASHG19A3A014800
ASHG19A3A010823
ASHG19A3A047774
ASHG19A3A015588
ASHG19A3A027122
ASHG19A3A015612
ASHG19A3A018258
ASHG19A3A030489
ASHG19A3L0003030
ASHG19A3A034728
ASHG19A3A051309
ASHG19A3A004448
ASHG19A3A025429
ASHG19A3A050287
ASHG19A3A032379
ASHG19A3A049166
ASHG19A3A031609
ASHG19A3A038000
ASHG19A3A043618
ASHG19A3A013323
ASHG19A3A034850
ASHG19A3A036786
ASHG19A3A047498
ASHG19A3A046826
CUST_376_PI426073487
ASHG19A3A029567
ASHG19A3A023593
ASHG19A3A011926
ASHG19A3A033979
ASHG19A3A043976
ASHG19A3A034665
ASHG19A3A047969
ASHG19A3A038359
ASHG19A3A021703
ASHG19A3A046754
ASHG19A3A050279
ASHG19A3A005859
ASHG19A3A039668
ASHG19A3A001706
ASHG19A3A028742
ASHG19A3A035033
ASHG19A3A026757
ASHG19A3A027664
ASHG19A3A042000
ASHG19A3A019394
ASHG19A3A021207
ASHG19A3A035963
ASHG19A3A038450
ASHG19A3A028211
ASHG19A3A035281
ASHG19A3A018072
ASHG19A3A031306
ASHG19A3A028527
ASHG19A3A016274
ASHG19A3A038837
ASHG19A3A037085
ASHG19A3A012466
ASHG19A3A040251
ASHG19A3A031726
ASHG19A3A000059
ASHG19A3A002176
ASHG19A3A000042
ASHG19A3A041122
ASHG19A3A051758
ASHG19A3A050378
ASHG19A3A034957
ASHG19A3A053785
ASHG19A3A003946
ASHG19A3A044126
ASHG19A3A036817
ASHG19A3A004061
ASHG19A3A046807
ASHG19A3A048272
ASHG19A3A043992
ASHG19A3A035104
CUST_769_PI426073487
ASHG19A3A027593
ASHG19A3A039681
ASHG19A3A037241
ASHG19A3A004827
ASHG19A3A027950
ASHG19A3A009971
ASHG19A3A046496
ASHG19A3A037849
ASHG19A3A009104
ASHG19A3A023585
ASHG19A3A029524
ASHG19A3A047277
ASHG19A3A045935
ASHG19A3A000981
ASHG19A3A038291
ASHG19A3A052965
ASHG19A3A054390
ASHG19A3A048566
ASHG19A3A010520
ASHG19A3A023266
ASHG19A3A018476
ASHG19A3A053899
ASHG19A3A013754
ASHG19A3A030066
ASHG19A3A043427
ASHG19A3A003209
ASHG19A3A041255
ASHG19A3A044025
ASHG19A3A015676
ASHG19A3A007334
ASHG19A3A014359
ASHG19A3A039931
ASHG19A3A018786
ASHG19A3L0000242
ASHG19A3A000524
ASHG19A3A002178
ASHG19A3A048615
ASHG19A3A004851
ASHG19A3A047043
ASHG19A3A045292
ASHG19A3A047717
ASHG19A3A020783
ASHG19A3A025132
ASHG19A3A002569
ASHG19A3A048233
ASHG19A3A048467
ASHG19A3A030019
ASHG19A3A054965
ASHG19A3A009663
ASHG19A3L0000273
ASHG19A3A005502
ASHG19A3A050750
ASHG19A3A048991
ASHG19A3A009733
ASHG19A3A028826
ASHG19A3A002018
ASHG19A3A043330
ASHG19A3A049174
ASHG19A3A007748
ASHG19A3A053723
ASHG19A3A044109
ASHG19A3A018587
ASHG19A3A036091
ASHG19A3A048540
ASHG19A3A017588
ASHG19A3A016983
ASHG19A3A022919
ASHG19A3A031117
ASHG19A3A030409
ASHG19A3A047712
ASHG19A3A018196
ASHG19A3A035816
ASHG19A3A049385
ASHG19A3A030892
ASHG19A3A031099
ASHG19A3A033125
ASHG19A3L0002042
ASHG19A3A015403
ASHG19A3A010469
ASHG19A3A043755
ASHG19A3A015120
ASHG19A3A032582
CUST_7_PI426265844
ASHG19A3A042292
ASHG19A3A027349
ASHG19A3A003173
ASHG19A3A037980
ASHG19A3A043819
ASHG19A3A049097
ASHG19A3A001232
ASHG19A3L0000230
ASHG19A3A054820
ASHG19A3A036267
ASHG19A3A026476
ASHG19A3A046595
ASHG19A3A040802
ASHG19A3L0001952
ASHG19A3A004483
ASHG19A3A048898
ASHG19A3A055322
ASHG19A3A013217
ASHG19A3A002453
ASHG19A3A007348
ASHG19A3A017615
ASHG19A3A024015
ASHG19A3A027980
ASHG19A3A029629
ASHG19A3A014107
ASHG19A3A032867
ASHG19A3A002728
ASHG19A3A029587
ASHG19A3A008435
ASHG19A3A052079
ASHG19A3A009358
ASHG19A3A000039
ASHG19A3A012175
ASHG19A3A029132
ASHG19A3A033112
ASHG19A3A010938
ASHG19A3A026907
ASHG19A3A010411
ASHG19A3A013825
ASHG19A3A027953
ASHG19A3A034515
ASHG19A3A020013
ASHG19A3A003793
ASHG19A3A015067
ASHG19A3A052772
ASHG19A3A039959
ASHG19A3L0001430
ASHG19A3A009168
ASHG19A3A038591
ASHG19A3A010425
ASHG19A3A005943
CUST_60_PI426073487
ASHG19A3A028098
ASHG19A3A034268
ASHG19A3A029949
ASHG19A3A040179
ASHG19A3A023939
ASHG19A3L0002404
ASHG19A3A008561
ASHG19A3A052183
ASHG19A3L0001942
ASHG19A3A011595
ASHG19A3A026919
ASHG19A3A026870
ASHG19A3A031097
ASHG19A3A011850
ASHG19A3A050312
ASHG19A3A038596
ASHG19A3A053183
ASHG19A3A042008
ASHG19A3A031428
ASHG19A3A022602
ASHG19A3A009582
CUST_492_PI426073487
ASHG19A3A041289
ASHG19A3A019198
CUST_20_PI426249100
ASHG19A3A040612
ASHG19A3A010665
ASHG19A3A023774
ASHG19A3A044775
ASHG19A3A001980
ASHG19A3A029565
ASHG19A3A019358
ASHG19A3L0002642
ASHG19A3A024445
ASHG19A3A038602
ASHG19A3A040504
ASHG19A3A033993
ASHG19A3A034402
ASHG19A3A002591
ASHG19A3A042498
ASHG19A3A008463
ASHG19A3A037444
ASHG19A3A014141
ASHG19A3A029568
ASHG19A3A029525
ASHG19A3A009353
ASHG19A3A019137
ASHG19A3A049149
ASHG19A3A028882
ASHG19A3A003640
ASHG19A3A021384
ASHG19A3A015350
ASHG19A3A041290
ASHG19A3A001633
ASHG19A3A008094
ASHG19A3A044039
ASHG19A3L0001095
ASHG19A3A042299
ASHG19A3A027903
ASHG19A3A000860
ASHG19A3A054618
ASHG19A3A053582
ASHG19A3A013301
ASHG19A3A024939
ASHG19A3A023294
ASHG19A3A040710
ASHG19A3A016325
ASHG19A3A028313
ASHG19A3A000055
ASHG19A3A036875
ASHG19A3A016515
ASHG19A3A001981
ASHG19A3A031158
ASHG19A3A024627
ASHG19A3A026781
ASHG19A3A053170
ASHG19A3A043224
ASHG19A3A053215
ASHG19A3A017977
ASHG19A3A006792
ASHG19A3L0000271
ASHG19A3A011903
ASHG19A3A048945
ASHG19A3A036518
ASHG19A3A045801
ASHG19A3A046201
ASHG19A3A029387
CUST_273_PI426073487
ASHG19A3A018833
ASHG19A3A052709
ASHG19A3A051791
ASHG19A3A037063
ASHG19A3A035266
ASHG19A3A004736
ASHG19A3A005638
ASHG19A3A023397
ASHG19A3A033786
ASHG19A3A016705
ASHG19A3A047018
ASHG19A3A028312
ASHG19A3A039619
ASHG19A3A015533
ASHG19A3A022176
ASHG19A3A037872
ASHG19A3A050922
ASHG19A3A051499
ASHG19A3A039152
ASHG19A3A004340
ASHG19A3A051789
ASHG19A3A034042
ASHG19A3A031804
ASHG19A3A034044
ASHG19A3A043541
ASHG19A3A053527
ASHG19A3A047773
ASHG19A3A002604
ASHG19A3A006152
ASHG19A3A040769
ASHG19A3L0002741
ASHG19A3A052693
ASHG19A3A038327
ASHG19A3A031992
ASHG19A3A042842
ASHG19A3A047924
ASHG19A3A043486
ASHG19A3A040655
CUST_174_PI426075208
ASHG19A3A006829
ASHG19A3A012984
ASHG19A3A000035
ASHG19A3A021642
ASHG19A3A047855
ASHG19A3A023524
ASHG19A3A020986
ASHG19A3A001488
ASHG19A3A001292
ASHG19A3A050848
ASHG19A3A033828
ASHG19A3A031139
ASHG19A3A035661
ASHG19A3A020307
ASHG19A3A026338
ASHG19A3A015613
ASHG19A3A018157
ASHG19A3A004807
ASHG19A3A040753
ASHG19A3A037193
ASHG19A3A020635
ASHG19A3A044319
ASHG19A3A030490
ASHG19A3A026379
ASHG19A3A048421
ASHG19A3A027169
CUST_366_PI426073487
ASHG19A3A025403
ASHG19A3A031270
ASHG19A3A002946
ASHG19A3L0000292
ASHG19A3A012206
ASHG19A3A036636
ASHG19A3A008224
ASHG19A3A027676
ASHG19A3A054773
ASHG19A3A003118
ASHG19A3A044004
ASHG19A3A002207
ASHG19A3A041268
ASHG19A3A004970
ASHG19A3A052127
ASHG19A3A025792
ASHG19A3A051171
ASHG19A3A035390
ASHG19A3A053275
ASHG19A3A020309
ASHG19A3A003555
ASHG19A3A004691
ASHG19A3A048322
ASHG19A3A011477
ASHG19A3A017652
ASHG19A3A027894
ASHG19A3L0000513
ASHG19A3A007468
ASHG19A3A041750
ASHG19A3L0003229
ASHG19A3A026517
ASHG19A3A052710
ASHG19A3A052937
ASHG19A3A031206
ASHG19A3A004508
ASHG19A3A040164
ASHG19A3L0001353
ASHG19A3A002773
ASHG19A3L0000449
ASHG19A3A036525
ASHG19A3A002394
ASHG19A3A050432
ASHG19A3A003027
ASHG19A3A037927
ASHG19A3L0000525
ASHG19A3A051905
ASHG19A3A045752
ASHG19A3A017747
ASHG19A3A042933
ASHG19A3A003877
CUST_7_PI426075208
ASHG19A3A020127
ASHG19A3A041299
ASHG19A3A022478
ASHG19A3A048253
ASHG19A3A052799
ASHG19A3A029311
ASHG19A3A049346
ASHG19A3A032745
ASHG19A3A036794
ASHG19A3A023592
ASHG19A3A050473
ASHG19A3A029825
ASHG19A3A047145
ASHG19A3A052974
ASHG19A3L0002435
ASHG19A3A050034
ASHG19A3A023691
ASHG19A3A009227
ASHG19A3A025332
ASHG19A3A045579
ASHG19A3A031905
ASHG19A3A043600
ASHG19A3A024826
ASHG19A3A042470
ASHG19A3A020800
ASHG19A3A028851
ASHG19A3A042941
ASHG19A3A013788
ASHG19A3A044811
ASHG19A3A012243
ASHG19A3A020926
ASHG19A3A052871
ASHG19A3A017326
ASHG19A3A035079
ASHG19A3A030494
ASHG19A3A047695
ASHG19A3A019024
ASHG19A3A004759
ASHG19A3A002123
ASHG19A3A053274
ASHG19A3A044275
ASHG19A3A035645
ASHG19A3A051434
ASHG19A3A053474
ASHG19A3A016863
ASHG19A3L0001551
ASHG19A3A050704
ASHG19A3A021284
ASHG19A3A034055
ASHG19A3A014550
ASHG19A3A003740
ASHG19A3A039819
ASHG19A3A017152
ASHG19A3A035213
ASHG19A3A007306
ASHG19A3A047387
ASHG19A3A026839
ASHG19A3A021315
ASHG19A3A040490
ASHG19A3A002890
ASHG19A3A017060
ASHG19A3A024640
ASHG19A3A010351
ASHG19A3A036478
ASHG19A3A048361
ASHG19A3A054486
ASHG19A3A026238
ASHG19A3A022248
ASHG19A3A024762
ASHG19A3A017677
ASHG19A3A050851
ASHG19A3A026869
ASHG19A3A036519
ASHG19A3A021478
ASHG19A3A014216
ASHG19A3A016758
ASHG19A3A000256
ASHG19A3A014195
ASHG19A3A014878
ASHG19A3L0003342
ASHG19A3A029065
ASHG19A3A026449
ASHG19A3A001074
ASHG19A3A029975
CUST_381_PI426073487
ASHG19A3A051893
ASHG19A3A004947
CUST_797_PI426073487
ASHG19A3A022108
CUST_454_PI426073487
ASHG19A3A003069
ASHG19A3A020081
ASHG19A3A025383
ASHG19A3L0003135
ASHG19A3A026656
ASHG19A3A003029
ASHG19A3A002600
ASHG19A3A052670
ASHG19A3A006754
ASHG19A3A028108
ASHG19A3A021696
ASHG19A3A053023
ASHG19A3A010215
ASHG19A3A005865
ASHG19A3A011830
ASHG19A3A051241
ASHG19A3A023832
ASHG19A3A021482
ASHG19A3A007991
ASHG19A3A000951
ASHG19A3A050613
ASHG19A3A028090
ASHG19A3A000496
ASHG19A3A032319
ASHG19A3A014317
ASHG19A3A024890
ASHG19A3A043029
ASHG19A3A036520
ASHG19A3L0003186
ASHG19A3A043031
ASHG19A3A040933
ASHG19A3A027936
ASHG19A3A023357
ASHG19A3A033414
ASHG19A3A021115
ASHG19A3A049650
ASHG19A3A039349
