,miRTarBase ID,miRNA,Target Gene,Target Gene (Entrez Gene ID)
303489,MIRT574578,hsa-miR-3184-5p,NFIX,4784
303490,MIRT574579,hsa-miR-423-5p,NFIX,4784
303491,MIRT574579,hsa-miR-423-5p,NFIX,4784
303514,MIRT574599,hsa-miR-5094,MATR3,9782
303515,MIRT574600,hsa-miR-543,MATR3,9782
303597,MIRT574674,hsa-miR-7850-5p,HNRNPC,3183
303598,MIRT574675,hsa-miR-620,HNRNPC,3183
303599,MIRT574676,hsa-miR-1270,HNRNPC,3183
303600,MIRT574677,hsa-miR-4531,HNRNPC,3183
303601,MIRT574678,hsa-miR-139-3p,HNRNPC,3183
303602,MIRT574679,hsa-miR-4524a-3p,HNRNPC,3183
303754,MIRT574824,hsa-miR-6847-3p,CELF1,10658
303755,MIRT574825,hsa-miR-3912-5p,CELF1,10658
303756,MIRT574826,hsa-miR-4711-3p,CELF1,10658
303757,MIRT574827,hsa-miR-6737-3p,CELF1,10658
303758,MIRT574828,hsa-miR-7157-3p,CELF1,10658
303759,MIRT574829,hsa-miR-5008-3p,CELF1,10658
303760,MIRT574830,hsa-miR-6889-3p,CELF1,10658
303761,MIRT574831,hsa-miR-4716-5p,CELF1,10658
303762,MIRT574832,hsa-miR-4698,CELF1,10658
303763,MIRT574833,hsa-miR-3662,CELF1,10658
303767,MIRT574837,hsa-miR-3117-3p,CAPRIN1,4076
303768,MIRT574838,hsa-miR-1197,CAPRIN1,4076
303892,MIRT606789,hsa-miR-6873-3p,RREB1,6239
303893,MIRT606789,hsa-miR-6873-3p,RREB1,6239
303894,MIRT606789,hsa-miR-6873-3p,RREB1,6239
303895,MIRT606789,hsa-miR-6873-3p,RREB1,6239
303896,MIRT606789,hsa-miR-6873-3p,RREB1,6239
303897,MIRT606790,hsa-miR-6817-3p,RREB1,6239
303898,MIRT606790,hsa-miR-6817-3p,RREB1,6239
303899,MIRT606790,hsa-miR-6817-3p,RREB1,6239
303900,MIRT606790,hsa-miR-6817-3p,RREB1,6239
303901,MIRT606790,hsa-miR-6817-3p,RREB1,6239
303902,MIRT606790,hsa-miR-6817-3p,RREB1,6239
303903,MIRT606791,hsa-miR-7110-3p,RREB1,6239
303904,MIRT606791,hsa-miR-7110-3p,RREB1,6239
303905,MIRT606791,hsa-miR-7110-3p,RREB1,6239
303906,MIRT606791,hsa-miR-7110-3p,RREB1,6239
303907,MIRT606791,hsa-miR-7110-3p,RREB1,6239
304110,MIRT606883,hsa-miR-574-5p,BUB1,699
304111,MIRT606883,hsa-miR-574-5p,BUB1,699
304112,MIRT606883,hsa-miR-574-5p,BUB1,699
304113,MIRT606884,hsa-miR-4455,BUB1,699
304114,MIRT606884,hsa-miR-4455,BUB1,699
304115,MIRT606884,hsa-miR-4455,BUB1,699
304116,MIRT606885,hsa-miR-466,BUB1,699
304117,MIRT606885,hsa-miR-466,BUB1,699
304118,MIRT606885,hsa-miR-466,BUB1,699
304119,MIRT606886,hsa-miR-4672,BUB1,699
304120,MIRT606886,hsa-miR-4672,BUB1,699
304121,MIRT606886,hsa-miR-4672,BUB1,699
304122,MIRT606887,hsa-miR-3941,BUB1,699
304123,MIRT606887,hsa-miR-3941,BUB1,699
304124,MIRT606887,hsa-miR-3941,BUB1,699
304125,MIRT606888,hsa-miR-6867-5p,BUB1,699
304126,MIRT606888,hsa-miR-6867-5p,BUB1,699
304127,MIRT606888,hsa-miR-6867-5p,BUB1,699
304128,MIRT606889,hsa-miR-6768-5p,BUB1,699
304129,MIRT606889,hsa-miR-6768-5p,BUB1,699
304130,MIRT606889,hsa-miR-6768-5p,BUB1,699
304131,MIRT606890,hsa-miR-595,BUB1,699
304185,MIRT606907,hsa-miR-574-5p,ZBTB20,26137
304186,MIRT606907,hsa-miR-574-5p,ZBTB20,26137
304187,MIRT606908,hsa-miR-4672,ZBTB20,26137
304188,MIRT606908,hsa-miR-4672,ZBTB20,26137
304189,MIRT606908,hsa-miR-4672,ZBTB20,26137
304190,MIRT606909,hsa-miR-6867-5p,ZBTB20,26137
304191,MIRT606909,hsa-miR-6867-5p,ZBTB20,26137
304192,MIRT606909,hsa-miR-6867-5p,ZBTB20,26137
304193,MIRT606910,hsa-miR-3177-5p,ZBTB20,26137
304194,MIRT606910,hsa-miR-3177-5p,ZBTB20,26137
304195,MIRT606910,hsa-miR-3177-5p,ZBTB20,26137
304196,MIRT606911,hsa-miR-4302,ZBTB20,26137
304197,MIRT606912,hsa-miR-6768-5p,ZBTB20,26137
304198,MIRT606912,hsa-miR-6768-5p,ZBTB20,26137
304199,MIRT606912,hsa-miR-6768-5p,ZBTB20,26137
304301,MIRT606944,hsa-miR-574-5p,ARRB1,408
304302,MIRT606944,hsa-miR-574-5p,ARRB1,408
304303,MIRT606944,hsa-miR-574-5p,ARRB1,408
304304,MIRT606944,hsa-miR-574-5p,ARRB1,408
304305,MIRT606945,hsa-miR-568,ARRB1,408
304306,MIRT606945,hsa-miR-568,ARRB1,408
304307,MIRT606945,hsa-miR-568,ARRB1,408
304308,MIRT606946,hsa-miR-6867-5p,ARRB1,408
304309,MIRT606946,hsa-miR-6867-5p,ARRB1,408
304310,MIRT606946,hsa-miR-6867-5p,ARRB1,408
304311,MIRT606946,hsa-miR-6867-5p,ARRB1,408
304312,MIRT606947,hsa-miR-223-5p,ARRB1,408
304313,MIRT606947,hsa-miR-223-5p,ARRB1,408
304314,MIRT606947,hsa-miR-223-5p,ARRB1,408
304422,MIRT606979,hsa-miR-574-5p,BNC2,54796
304423,MIRT606979,hsa-miR-574-5p,BNC2,54796
304424,MIRT606980,hsa-miR-6867-5p,BNC2,54796
304425,MIRT606980,hsa-miR-6867-5p,BNC2,54796
304426,MIRT606981,hsa-miR-8064,BNC2,54796
304427,MIRT606981,hsa-miR-8064,BNC2,54796
304428,MIRT606981,hsa-miR-8064,BNC2,54796
304429,MIRT606982,hsa-miR-892a,BNC2,54796
304430,MIRT606982,hsa-miR-892a,BNC2,54796
304557,MIRT607020,hsa-miR-574-5p,ZEB1,6935
304558,MIRT607020,hsa-miR-574-5p,ZEB1,6935
304559,MIRT607021,hsa-miR-4455,ZEB1,6935
304560,MIRT607021,hsa-miR-4455,ZEB1,6935
304561,MIRT607022,hsa-miR-5010-3p,ZEB1,6935
304562,MIRT607022,hsa-miR-5010-3p,ZEB1,6935
304563,MIRT607023,hsa-miR-2113,ZEB1,6935
304564,MIRT607023,hsa-miR-2113,ZEB1,6935
304565,MIRT607024,hsa-miR-147a,ZEB1,6935
304566,MIRT607024,hsa-miR-147a,ZEB1,6935
304567,MIRT607025,hsa-miR-6818-5p,ZEB1,6935
304568,MIRT607025,hsa-miR-6818-5p,ZEB1,6935
304569,MIRT607026,hsa-miR-6867-5p,ZEB1,6935
304570,MIRT607026,hsa-miR-6867-5p,ZEB1,6935
305342,MIRT607302,hsa-miR-6818-3p,RREB1,6239
305343,MIRT607302,hsa-miR-6818-3p,RREB1,6239
305344,MIRT607302,hsa-miR-6818-3p,RREB1,6239
305345,MIRT607302,hsa-miR-6818-3p,RREB1,6239
305346,MIRT607303,hsa-miR-593-3p,RREB1,6239
305347,MIRT607303,hsa-miR-593-3p,RREB1,6239
305348,MIRT607303,hsa-miR-593-3p,RREB1,6239
305349,MIRT607303,hsa-miR-593-3p,RREB1,6239
305350,MIRT607304,hsa-miR-6895-3p,RREB1,6239
305351,MIRT607304,hsa-miR-6895-3p,RREB1,6239
305352,MIRT607304,hsa-miR-6895-3p,RREB1,6239
305353,MIRT607304,hsa-miR-6895-3p,RREB1,6239
305354,MIRT607305,hsa-miR-1304-3p,RREB1,6239
305355,MIRT607305,hsa-miR-1304-3p,RREB1,6239
305356,MIRT607305,hsa-miR-1304-3p,RREB1,6239
305357,MIRT607305,hsa-miR-1304-3p,RREB1,6239
305358,MIRT607305,hsa-miR-1304-3p,RREB1,6239
305359,MIRT607306,hsa-miR-483-3p,RREB1,6239
305360,MIRT607306,hsa-miR-483-3p,RREB1,6239
305361,MIRT607306,hsa-miR-483-3p,RREB1,6239
305362,MIRT607306,hsa-miR-483-3p,RREB1,6239
305363,MIRT607306,hsa-miR-483-3p,RREB1,6239
305364,MIRT607306,hsa-miR-483-3p,RREB1,6239
305380,MIRT607311,hsa-miR-5003-3p,SYT17,51760
305381,MIRT607311,hsa-miR-5003-3p,SYT17,51760
305382,MIRT607311,hsa-miR-5003-3p,SYT17,51760
305383,MIRT607311,hsa-miR-5003-3p,SYT17,51760
305384,MIRT607311,hsa-miR-5003-3p,SYT17,51760
305385,MIRT607311,hsa-miR-5003-3p,SYT17,51760
305386,MIRT607312,hsa-miR-603,SYT17,51760
305387,MIRT607312,hsa-miR-603,SYT17,51760
305388,MIRT607312,hsa-miR-603,SYT17,51760
305389,MIRT607312,hsa-miR-603,SYT17,51760
305390,MIRT607312,hsa-miR-603,SYT17,51760
305391,MIRT607312,hsa-miR-603,SYT17,51760
305392,MIRT607313,hsa-miR-8485,SYT17,51760
305393,MIRT607313,hsa-miR-8485,SYT17,51760
305394,MIRT607313,hsa-miR-8485,SYT17,51760
305395,MIRT607313,hsa-miR-8485,SYT17,51760
305396,MIRT607313,hsa-miR-8485,SYT17,51760
305397,MIRT607313,hsa-miR-8485,SYT17,51760
305482,MIRT607342,hsa-miR-4704-5p,NKTR,4820
305483,MIRT607342,hsa-miR-4704-5p,NKTR,4820
305484,MIRT607342,hsa-miR-4704-5p,NKTR,4820
305485,MIRT607342,hsa-miR-4704-5p,NKTR,4820
305486,MIRT607343,hsa-miR-603,NKTR,4820
305487,MIRT607343,hsa-miR-603,NKTR,4820
305488,MIRT607343,hsa-miR-603,NKTR,4820
305489,MIRT607343,hsa-miR-603,NKTR,4820
305599,MIRT607374,hsa-miR-3064-3p,PLCL1,5334
305600,MIRT607374,hsa-miR-3064-3p,PLCL1,5334
305601,MIRT607374,hsa-miR-3064-3p,PLCL1,5334
305602,MIRT607374,hsa-miR-3064-3p,PLCL1,5334
305758,MIRT607439,hsa-miR-5003-5p,SEMA6D,80031
305759,MIRT607439,hsa-miR-5003-5p,SEMA6D,80031
305760,MIRT607439,hsa-miR-5003-5p,SEMA6D,80031
305761,MIRT607440,hsa-miR-8485,SEMA6D,80031
305762,MIRT607440,hsa-miR-8485,SEMA6D,80031
305763,MIRT607440,hsa-miR-8485,SEMA6D,80031
305764,MIRT607441,hsa-miR-3529-3p,SEMA6D,80031
305765,MIRT607441,hsa-miR-3529-3p,SEMA6D,80031
305956,MIRT607531,hsa-miR-8064,ZBTB20,26137
305957,MIRT607531,hsa-miR-8064,ZBTB20,26137
305958,MIRT607531,hsa-miR-8064,ZBTB20,26137
306505,MIRT607809,hsa-miR-574-5p,SPATA6,54558
306506,MIRT607809,hsa-miR-574-5p,SPATA6,54558
306507,MIRT607810,hsa-miR-3650,SPATA6,54558
306508,MIRT607810,hsa-miR-3650,SPATA6,54558
307062,MIRT608055,hsa-miR-582-5p,FLT1,2321
307063,MIRT608055,hsa-miR-582-5p,FLT1,2321
307064,MIRT608055,hsa-miR-582-5p,FLT1,2321
307065,MIRT608056,hsa-miR-935,FLT1,2321
307066,MIRT608056,hsa-miR-935,FLT1,2321
307067,MIRT608056,hsa-miR-935,FLT1,2321
307068,MIRT608057,hsa-miR-4789-3p,FLT1,2321
307069,MIRT608057,hsa-miR-4789-3p,FLT1,2321
307070,MIRT608057,hsa-miR-4789-3p,FLT1,2321
307071,MIRT608057,hsa-miR-4789-3p,FLT1,2321
307072,MIRT608058,hsa-miR-8485,FLT1,2321
307073,MIRT608058,hsa-miR-8485,FLT1,2321
307074,MIRT608058,hsa-miR-8485,FLT1,2321
307075,MIRT608058,hsa-miR-8485,FLT1,2321
307171,MIRT608117,hsa-miR-338-3p,GPRC5A,9052
307172,MIRT608117,hsa-miR-338-3p,GPRC5A,9052
307173,MIRT608117,hsa-miR-338-3p,GPRC5A,9052
307174,MIRT608117,hsa-miR-338-3p,GPRC5A,9052
307175,MIRT608118,hsa-miR-4530,GPRC5A,9052
307176,MIRT608118,hsa-miR-4530,GPRC5A,9052
307177,MIRT608118,hsa-miR-4530,GPRC5A,9052
307178,MIRT608118,hsa-miR-4530,GPRC5A,9052
307179,MIRT608119,hsa-miR-5586-5p,GPRC5A,9052
307180,MIRT608119,hsa-miR-5586-5p,GPRC5A,9052
307181,MIRT608119,hsa-miR-5586-5p,GPRC5A,9052
307182,MIRT608119,hsa-miR-5586-5p,GPRC5A,9052
307183,MIRT608120,hsa-miR-8485,GPRC5A,9052
307184,MIRT608120,hsa-miR-8485,GPRC5A,9052
307185,MIRT608120,hsa-miR-8485,GPRC5A,9052
307186,MIRT608120,hsa-miR-8485,GPRC5A,9052
307236,MIRT608150,hsa-miR-3941,LNPEP,4012
307237,MIRT608151,hsa-miR-603,LNPEP,4012
307238,MIRT608151,hsa-miR-603,LNPEP,4012
307239,MIRT608151,hsa-miR-603,LNPEP,4012
307240,MIRT608152,hsa-miR-362-3p,LNPEP,4012
307241,MIRT608153,hsa-miR-329-3p,LNPEP,4012
307242,MIRT608154,hsa-miR-8485,LNPEP,4012
307243,MIRT608154,hsa-miR-8485,LNPEP,4012
307244,MIRT608154,hsa-miR-8485,LNPEP,4012
307245,MIRT608154,hsa-miR-8485,LNPEP,4012
307246,MIRT608154,hsa-miR-8485,LNPEP,4012
307776,MIRT608380,hsa-miR-589-3p,SEMA6D,80031
307777,MIRT608380,hsa-miR-589-3p,SEMA6D,80031
308063,MIRT608482,hsa-miR-8485,NKTR,4820
308064,MIRT608482,hsa-miR-8485,NKTR,4820
308065,MIRT608482,hsa-miR-8485,NKTR,4820
308066,MIRT608482,hsa-miR-8485,NKTR,4820
308067,MIRT608483,hsa-miR-497-3p,NKTR,4820
308068,MIRT608483,hsa-miR-497-3p,NKTR,4820
308069,MIRT608483,hsa-miR-497-3p,NKTR,4820
308070,MIRT608483,hsa-miR-497-3p,NKTR,4820
308071,MIRT608484,hsa-miR-548t-3p,NKTR,4820
308072,MIRT608484,hsa-miR-548t-3p,NKTR,4820
308073,MIRT608484,hsa-miR-548t-3p,NKTR,4820
308074,MIRT608484,hsa-miR-548t-3p,NKTR,4820
308075,MIRT608485,hsa-miR-548ap-3p,NKTR,4820
308076,MIRT608485,hsa-miR-548ap-3p,NKTR,4820
308077,MIRT608485,hsa-miR-548ap-3p,NKTR,4820
308078,MIRT608485,hsa-miR-548ap-3p,NKTR,4820
308079,MIRT608486,hsa-miR-548aa,NKTR,4820
308080,MIRT608486,hsa-miR-548aa,NKTR,4820
308081,MIRT608486,hsa-miR-548aa,NKTR,4820
308082,MIRT608486,hsa-miR-548aa,NKTR,4820
308083,MIRT608487,hsa-miR-548z,NKTR,4820
308084,MIRT608487,hsa-miR-548z,NKTR,4820
308085,MIRT608487,hsa-miR-548z,NKTR,4820
308086,MIRT608487,hsa-miR-548z,NKTR,4820
308087,MIRT608488,hsa-miR-548h-3p,NKTR,4820
308088,MIRT608488,hsa-miR-548h-3p,NKTR,4820
308089,MIRT608488,hsa-miR-548h-3p,NKTR,4820
308090,MIRT608488,hsa-miR-548h-3p,NKTR,4820
308091,MIRT608489,hsa-miR-548d-3p,NKTR,4820
308092,MIRT608489,hsa-miR-548d-3p,NKTR,4820
308093,MIRT608489,hsa-miR-548d-3p,NKTR,4820
308094,MIRT608489,hsa-miR-548d-3p,NKTR,4820
308095,MIRT608490,hsa-miR-548bb-3p,NKTR,4820
308096,MIRT608490,hsa-miR-548bb-3p,NKTR,4820
308097,MIRT608490,hsa-miR-548bb-3p,NKTR,4820
308098,MIRT608490,hsa-miR-548bb-3p,NKTR,4820
308099,MIRT608491,hsa-miR-548ac,NKTR,4820
308100,MIRT608491,hsa-miR-548ac,NKTR,4820
308101,MIRT608491,hsa-miR-548ac,NKTR,4820
308102,MIRT608491,hsa-miR-548ac,NKTR,4820
308802,MIRT608821,hsa-miR-297,BNC2,54796
308803,MIRT608821,hsa-miR-297,BNC2,54796
308804,MIRT608822,hsa-miR-4666b,BNC2,54796
308805,MIRT608822,hsa-miR-4666b,BNC2,54796
308806,MIRT608823,hsa-miR-223-5p,BNC2,54796
308807,MIRT608823,hsa-miR-223-5p,BNC2,54796
308808,MIRT608824,hsa-miR-567,BNC2,54796
308809,MIRT608824,hsa-miR-567,BNC2,54796
308810,MIRT608825,hsa-miR-455-5p,BNC2,54796
308811,MIRT608825,hsa-miR-455-5p,BNC2,54796
308812,MIRT608826,hsa-miR-6867-5p,SNX2,6643
308813,MIRT608826,hsa-miR-6867-5p,SNX2,6643
308814,MIRT608826,hsa-miR-6867-5p,SNX2,6643
308815,MIRT608827,hsa-miR-574-5p,SNX2,6643
308816,MIRT608827,hsa-miR-574-5p,SNX2,6643
308817,MIRT608827,hsa-miR-574-5p,SNX2,6643
308818,MIRT608828,hsa-miR-759,SNX2,6643
308819,MIRT608828,hsa-miR-759,SNX2,6643
308820,MIRT608829,hsa-miR-513b-3p,SNX2,6643
308821,MIRT608829,hsa-miR-513b-3p,SNX2,6643
308884,MIRT608850,hsa-miR-297,SPATA6,54558
308885,MIRT608850,hsa-miR-297,SPATA6,54558
308886,MIRT608851,hsa-miR-223-5p,SPATA6,54558
308887,MIRT608851,hsa-miR-223-5p,SPATA6,54558
308888,MIRT608852,hsa-miR-567,SPATA6,54558
308889,MIRT608852,hsa-miR-567,SPATA6,54558
308890,MIRT608853,hsa-miR-520f-5p,SPATA6,54558
308891,MIRT608854,hsa-miR-511-3p,SPATA6,54558
308892,MIRT608854,hsa-miR-511-3p,SPATA6,54558
309121,MIRT608953,hsa-miR-574-5p,GIMAP1,170575
309122,MIRT608953,hsa-miR-574-5p,GIMAP1,170575
309123,MIRT608953,hsa-miR-574-5p,GIMAP1,170575
309124,MIRT608954,hsa-miR-6818-5p,GIMAP1,170575
309125,MIRT608954,hsa-miR-6818-5p,GIMAP1,170575
309126,MIRT608954,hsa-miR-6818-5p,GIMAP1,170575
309127,MIRT608955,hsa-miR-6867-5p,GIMAP1,170575
309128,MIRT608955,hsa-miR-6867-5p,GIMAP1,170575
309129,MIRT608955,hsa-miR-6867-5p,GIMAP1,170575
309130,MIRT608956,hsa-miR-3689f,GIMAP1,170575
309131,MIRT608956,hsa-miR-3689f,GIMAP1,170575
309132,MIRT608956,hsa-miR-3689f,GIMAP1,170575
309133,MIRT608957,hsa-miR-3689e,GIMAP1,170575
309134,MIRT608957,hsa-miR-3689e,GIMAP1,170575
309135,MIRT608957,hsa-miR-3689e,GIMAP1,170575
309136,MIRT608958,hsa-miR-3689b-5p,GIMAP1,170575
309137,MIRT608958,hsa-miR-3689b-5p,GIMAP1,170575
309138,MIRT608958,hsa-miR-3689b-5p,GIMAP1,170575
309139,MIRT608959,hsa-miR-3689a-5p,GIMAP1,170575
309140,MIRT608959,hsa-miR-3689a-5p,GIMAP1,170575
309141,MIRT608959,hsa-miR-3689a-5p,GIMAP1,170575
309142,MIRT608960,hsa-miR-4494,GIMAP1,170575
309143,MIRT608960,hsa-miR-4494,GIMAP1,170575
309144,MIRT608961,hsa-miR-892a,GIMAP1,170575
309145,MIRT608961,hsa-miR-892a,GIMAP1,170575
309146,MIRT608962,hsa-miR-548c-3p,GIMAP1,170575
309147,MIRT608962,hsa-miR-548c-3p,GIMAP1,170575
309148,MIRT608962,hsa-miR-548c-3p,GIMAP1,170575
309190,MIRT608984,hsa-miR-574-5p,PYGO1,26108
309191,MIRT608984,hsa-miR-574-5p,PYGO1,26108
309192,MIRT608985,hsa-miR-371a-5p,PYGO1,26108
309193,MIRT608985,hsa-miR-371a-5p,PYGO1,26108
309194,MIRT608986,hsa-miR-6796-5p,PYGO1,26108
309195,MIRT608986,hsa-miR-6796-5p,PYGO1,26108
309196,MIRT608987,hsa-miR-7109-5p,PYGO1,26108
309197,MIRT608987,hsa-miR-7109-5p,PYGO1,26108
309198,MIRT608988,hsa-miR-6867-5p,PYGO1,26108
309199,MIRT608988,hsa-miR-6867-5p,PYGO1,26108
309200,MIRT608989,hsa-miR-6742-5p,PYGO1,26108
309201,MIRT608989,hsa-miR-6742-5p,PYGO1,26108
309202,MIRT608990,hsa-miR-4447,PYGO1,26108
309203,MIRT608990,hsa-miR-4447,PYGO1,26108
309204,MIRT608991,hsa-miR-4472,PYGO1,26108
309205,MIRT608991,hsa-miR-4472,PYGO1,26108
309206,MIRT608992,hsa-miR-3151-5p,PYGO1,26108
309207,MIRT608992,hsa-miR-3151-5p,PYGO1,26108
309208,MIRT608993,hsa-miR-491-5p,PYGO1,26108
309209,MIRT608993,hsa-miR-491-5p,PYGO1,26108
309210,MIRT608994,hsa-miR-3650,PYGO1,26108
309211,MIRT608994,hsa-miR-3650,PYGO1,26108
309212,MIRT608995,hsa-miR-4455,PYGO1,26108
309213,MIRT608995,hsa-miR-4455,PYGO1,26108
309214,MIRT608996,hsa-miR-6747-5p,PYGO1,26108
309215,MIRT608996,hsa-miR-6747-5p,PYGO1,26108
309216,MIRT608997,hsa-miR-7110-5p,PYGO1,26108
309217,MIRT608997,hsa-miR-7110-5p,PYGO1,26108
309218,MIRT608998,hsa-miR-6842-5p,PYGO1,26108
309219,MIRT608998,hsa-miR-6842-5p,PYGO1,26108
309220,MIRT608999,hsa-miR-6752-5p,PYGO1,26108
309221,MIRT608999,hsa-miR-6752-5p,PYGO1,26108
309222,MIRT609000,hsa-miR-6885-5p,PYGO1,26108
309223,MIRT609000,hsa-miR-6885-5p,PYGO1,26108
309224,MIRT609001,hsa-miR-6887-5p,PYGO1,26108
309225,MIRT609001,hsa-miR-6887-5p,PYGO1,26108
309226,MIRT609002,hsa-miR-328-5p,PYGO1,26108
309227,MIRT609002,hsa-miR-328-5p,PYGO1,26108
309228,MIRT609003,hsa-miR-6795-5p,PYGO1,26108
309229,MIRT609003,hsa-miR-6795-5p,PYGO1,26108
309230,MIRT609004,hsa-miR-134-3p,PYGO1,26108
309231,MIRT609004,hsa-miR-134-3p,PYGO1,26108
309232,MIRT609005,hsa-miR-4318,PYGO1,26108
309233,MIRT609005,hsa-miR-4318,PYGO1,26108
309345,MIRT609049,hsa-miR-574-5p,VAMP4,8674
309346,MIRT609049,hsa-miR-574-5p,VAMP4,8674
309347,MIRT609050,hsa-miR-210-3p,VAMP4,8674
309348,MIRT609050,hsa-miR-210-3p,VAMP4,8674
309364,MIRT609055,hsa-miR-574-5p,LPP,4026
309365,MIRT609055,hsa-miR-574-5p,LPP,4026
309366,MIRT609055,hsa-miR-574-5p,LPP,4026
309367,MIRT609056,hsa-miR-297,LPP,4026
309368,MIRT609056,hsa-miR-297,LPP,4026
309369,MIRT609056,hsa-miR-297,LPP,4026
309370,MIRT609057,hsa-miR-6867-5p,LPP,4026
309371,MIRT609057,hsa-miR-6867-5p,LPP,4026
309372,MIRT609057,hsa-miR-6867-5p,LPP,4026
309373,MIRT609058,hsa-miR-223-5p,LPP,4026
309374,MIRT609058,hsa-miR-223-5p,LPP,4026
309375,MIRT609058,hsa-miR-223-5p,LPP,4026
309376,MIRT609059,hsa-miR-567,LPP,4026
309377,MIRT609059,hsa-miR-567,LPP,4026
309378,MIRT609060,hsa-miR-3650,LPP,4026
309379,MIRT609060,hsa-miR-3650,LPP,4026
309380,MIRT609061,hsa-miR-4455,LPP,4026
309381,MIRT609061,hsa-miR-4455,LPP,4026
309382,MIRT609062,hsa-miR-6747-5p,LPP,4026
309383,MIRT609063,hsa-miR-511-3p,LPP,4026
309384,MIRT609063,hsa-miR-511-3p,LPP,4026
309385,MIRT609063,hsa-miR-511-3p,LPP,4026
309386,MIRT609064,hsa-miR-6782-5p,LPP,4026
309387,MIRT609065,hsa-miR-3936,LPP,4026
309776,MIRT609226,hsa-miR-8485,PAPOLA,10914
309848,MIRT609282,hsa-miR-502-5p,OAS3,4940
309849,MIRT609282,hsa-miR-502-5p,OAS3,4940
309850,MIRT609282,hsa-miR-502-5p,OAS3,4940
309851,MIRT609283,hsa-miR-1273f,OAS3,4940
309852,MIRT609283,hsa-miR-1273f,OAS3,4940
309853,MIRT609283,hsa-miR-1273f,OAS3,4940
309854,MIRT609284,hsa-miR-4708-5p,OAS3,4940
309855,MIRT609284,hsa-miR-4708-5p,OAS3,4940
309856,MIRT609284,hsa-miR-4708-5p,OAS3,4940
309857,MIRT609285,hsa-miR-6088,OAS3,4940
309858,MIRT609285,hsa-miR-6088,OAS3,4940
309859,MIRT609285,hsa-miR-6088,OAS3,4940
309860,MIRT609286,hsa-miR-4770,OAS3,4940
309861,MIRT609286,hsa-miR-4770,OAS3,4940
309862,MIRT609286,hsa-miR-4770,OAS3,4940
309863,MIRT609287,hsa-miR-143-3p,OAS3,4940
309864,MIRT609287,hsa-miR-143-3p,OAS3,4940
309865,MIRT609287,hsa-miR-143-3p,OAS3,4940
309927,MIRT609327,hsa-miR-539-3p,TAS2R30,259293
309928,MIRT609327,hsa-miR-539-3p,TAS2R30,259293
309929,MIRT609327,hsa-miR-539-3p,TAS2R30,259293
309930,MIRT609328,hsa-miR-485-3p,TAS2R30,259293
309931,MIRT609328,hsa-miR-485-3p,TAS2R30,259293
309932,MIRT609328,hsa-miR-485-3p,TAS2R30,259293
309933,MIRT609329,hsa-miR-190a-3p,TAS2R30,259293
309934,MIRT609329,hsa-miR-190a-3p,TAS2R30,259293
309935,MIRT609329,hsa-miR-190a-3p,TAS2R30,259293
309936,MIRT609330,hsa-miR-3941,TAS2R30,259293
309937,MIRT609330,hsa-miR-3941,TAS2R30,259293
309938,MIRT609330,hsa-miR-3941,TAS2R30,259293
309939,MIRT609331,hsa-miR-5011-5p,TAS2R30,259293
309940,MIRT609331,hsa-miR-5011-5p,TAS2R30,259293
309941,MIRT609331,hsa-miR-5011-5p,TAS2R30,259293
309942,MIRT609332,hsa-miR-603,TAS2R30,259293
309943,MIRT609332,hsa-miR-603,TAS2R30,259293
309944,MIRT609332,hsa-miR-603,TAS2R30,259293
309945,MIRT609333,hsa-miR-362-3p,TAS2R30,259293
309946,MIRT609333,hsa-miR-362-3p,TAS2R30,259293
309947,MIRT609333,hsa-miR-362-3p,TAS2R30,259293
309948,MIRT609334,hsa-miR-329-3p,TAS2R30,259293
309949,MIRT609334,hsa-miR-329-3p,TAS2R30,259293
309950,MIRT609334,hsa-miR-329-3p,TAS2R30,259293
309951,MIRT609335,hsa-miR-8485,TAS2R30,259293
309952,MIRT609335,hsa-miR-8485,TAS2R30,259293
309953,MIRT609335,hsa-miR-8485,TAS2R30,259293
310143,MIRT609479,hsa-miR-3941,ADAM9,8754
310144,MIRT609480,hsa-miR-603,ADAM9,8754
310145,MIRT609481,hsa-miR-362-3p,ADAM9,8754
310146,MIRT609482,hsa-miR-329-3p,ADAM9,8754
310147,MIRT609483,hsa-miR-8485,ADAM9,8754
310295,MIRT609594,hsa-miR-362-3p,TRA2B,6434
310296,MIRT609595,hsa-miR-329-3p,TRA2B,6434
310297,MIRT609596,hsa-miR-8485,TRA2B,6434
310345,MIRT609641,hsa-miR-8485,CD36,948
310346,MIRT609641,hsa-miR-8485,CD36,948
310347,MIRT609641,hsa-miR-8485,CD36,948
310541,MIRT609765,hsa-miR-6809-3p,PLCL1,5334
310542,MIRT609766,hsa-miR-6833-3p,PLCL1,5334
310543,MIRT609767,hsa-miR-4768-5p,PLCL1,5334
310544,MIRT609768,hsa-miR-4753-3p,PLCL1,5334
310545,MIRT609769,hsa-miR-130b-5p,PLCL1,5334
310546,MIRT609770,hsa-miR-4727-5p,PLCL1,5334
310547,MIRT609770,hsa-miR-4727-5p,PLCL1,5334
310548,MIRT609771,hsa-miR-6817-5p,PLCL1,5334
310549,MIRT609771,hsa-miR-6817-5p,PLCL1,5334
310550,MIRT609772,hsa-miR-4769-3p,PLCL1,5334
310551,MIRT609772,hsa-miR-4769-3p,PLCL1,5334
