,gene_id,sample_1,sample_2,status,value_1,value_2,log2_fold_change,test_stat,p_value,q_value,significant
13997,MIR3609,control,SRR926256,OK,1,204.77,7.677860557,NA,9.00E-04,0.0413338,yes
22031,SNORD12B,control,SRR926256,OK,1,220.43,7.784176774,NA,0.00105,0.0453455,yes
22019,SNORD117,control,SRR926256,OK,1,232.806,7.86298443,NA,6.00E-04,0.0308437,yes
21894,SNORD101,control,SRR926256,OK,1,256.015,8.00008453,NA,2.00E-04,0.0139192,yes
22091,SNORD49A,control,SRR926256,OK,1,274.398,8.100126156,NA,5.00E-05,0.00420814,yes
22098,SNORD51,control,SRR926256,OK,1,284.393,8.151742145,NA,5.00E-04,0.0272515,yes
22075,SNORD38B,control,SRR926256,OK,1,295.007,8.204605377,NA,0.00085,0.039337,yes
22063,SNORD31,control,SRR926256,OK,1,306.288,8.258745035,NA,8.00E-04,0.0375026,yes
22137,SNORD83A,control,SRR926256,OK,1,315.12,8.299757512,NA,0.00025,0.0167546,yes
21786,SNORA10,control,SRR926256,OK,1,356.342,8.477118726,NA,0.00055,0.0294445,yes
22130,SNORD77,control,SRR926256,OK,1,411.13,8.683450838,NA,5.00E-04,0.0272515,yes
22128,SNORD75,control,SRR926256,OK,1,431.311,8.7525847,NA,0.00075,0.036384,yes
22121,SNORD69,control,SRR926256,OK,1,449.355,8.811711845,NA,7.00E-04,0.0345136,yes
15040,MIR6739,control,SRR926256,OK,1,479.022,8.903948106,NA,0.00115,0.0485064,yes
22127,SNORD74,control,SRR926256,OK,1,529.906,9.049592653,NA,0.00045,0.0259323,yes
22051,SNORD2,control,SRR926256,OK,1,578.155,9.175312513,NA,0.00065,0.0328541,yes
22041,SNORD16,control,SRR926256,OK,1,594.192,9.214785371,NA,2.00E-04,0.0139192,yes
20072,RNU6-26P,control,SRR926256,OK,1,598.636,9.22553523,NA,5.00E-04,0.0272515,yes
22131,SNORD78,control,SRR926256,OK,1,603.141,9.236351499,NA,5.00E-05,0.00420814,yes
22057,SNORD25,control,SRR926256,OK,1,636.599,9.31424108,NA,0.00075,0.036384,yes
22067,SNORD34,control,SRR926256,OK,1,662.258,9.371249556,NA,0.001,0.0441341,yes
22061,SNORD29,control,SRR926256,OK,1,689.702,9.42982934,NA,5.00E-04,0.0272515,yes
22120,SNORD68,control,SRR926256,OK,1,794.859,9.634555153,NA,0.00045,0.0259323,yes
22045,SNORD18C,control,SRR926256,OK,1,954.898,9.899202826,NA,0.00015,0.0111698,yes
22154,SNORD95,control,SRR926256,OK,1,1126.31,10.13738825,NA,3.00E-04,0.0193185,yes
22084,SNORD44,control,SRR926256,OK,1,1644.52,10.68345084,NA,0.00085,0.039337,yes
22092,SNORD49B,control,SRR926256,OK,1,1931.67,10.91563293,NA,0.00025,0.0167546,yes
14968,MIR650,control,SRR926256,OK,8634.25,1,-13.07585515,NA,8.00E-04,0.0375026,yes
4644,DCN,control,SRR926256,OK,1626.19,1,-10.66728011,NA,5.00E-05,0.00420814,yes
13300,MEG3,control,SRR926256,OK,49.1545,0.0367962,-10.383551,-4.43054,5.00E-05,0.00420814,yes
8728,IGFBP5,control,SRR926256,OK,1230.85,1,-10.26543924,NA,5.00E-05,0.00420814,yes
12837,LUM,control,SRR926256,OK,352.861,1,-8.462956175,NA,5.00E-05,0.00420814,yes
2531,CACNA1G,control,SRR926256,OK,3.90079,0.0114838,-8.408022412,-3.59449,5.00E-05,0.00420814,yes
18215,PLA2G2A,control,SRR926256,OK,331.725,1,-8.373843933,NA,5.00E-05,0.00420814,yes
18880,PROK1,control,SRR926256,OK,207.981,1,-7.700307927,NA,5.00E-05,0.00420814,yes
9034,ISLR,control,SRR926256,OK,205.933,1,-7.686031225,NA,5.00E-05,0.00420814,yes
19490,RARRES2,control,SRR926256,OK,202.828,1,-7.664113017,NA,5.00E-05,0.00420814,yes
22071,SNORD36B,control,SRR926256,OK,195.316,1,-7.609666327,NA,5.00E-05,0.00420814,yes
15213,MIR7111,control,SRR926256,OK,184.513,1,-7.527578656,NA,5.00E-05,0.00420814,yes
21437,SLC40A1,control,SRR926256,OK,178.428,1,-7.479198219,NA,5.00E-05,0.00420814,yes
22090,SNORD48,control,SRR926256,OK,153.981,1,-7.266608535,NA,8.00E-04,0.0375026,yes
14414,MIR4649,control,SRR926256,OK,153.969,1,-7.266496099,NA,3.00E-04,0.0193185,yes
6940,FXYD6,control,SRR926256,OK,152.122,1,-7.249085002,NA,5.00E-05,0.00420814,yes
20939,SFRP4,control,SRR926256,OK,149.9,1,-7.227856573,NA,5.00E-05,0.00420814,yes
22082,SNORD42B,control,SRR926256,OK,124.97,1,-6.965437996,NA,0.00045,0.0259323,yes
25299,WFDC2,control,SRR926256,OK,118.71,1,-6.891297661,NA,5.00E-05,0.00420814,yes
6935,FXYD1,control,SRR926256,OK,115.475,1,-6.851436736,NA,5.00E-05,0.00420814,yes
4399,CXCL12,control,SRR926256,OK,100.765,1,-6.654850806,NA,5.00E-05,0.00420814,yes
6730,FMOD,control,SRR926256,OK,94.4885,1,-6.562066847,NA,5.00E-05,0.00420814,yes
599,ALDH1A1,control,SRR926256,OK,93.8092,1,-6.551657512,NA,5.00E-05,0.00420814,yes
7105,GATA4,control,SRR926256,OK,92.8212,1,-6.536382444,NA,5.00E-05,0.00420814,yes
8725,IGFBP2,control,SRR926256,OK,90.4718,1,-6.49939627,NA,5.00E-05,0.00420814,yes
10004,LEFTY2,control,SRR926256,OK,85.0737,1,-6.410641296,NA,5.00E-05,0.00420814,yes
5346,DYSF,control,SRR926256,OK,4.91444,0.0625477,-6.295926386,-3.58786,7.00E-04,0.0345136,yes
18424,PODN,control,SRR926256,OK,74.9264,1,-6.227402231,NA,5.00E-05,0.00420814,yes
4984,DLK1,control,SRR926256,OK,72.6496,1,-6.182882949,NA,5.00E-05,0.00420814,yes
22040,SNORD15B,control,SRR926256,OK,68.6061,1,-6.100264952,NA,5.00E-05,0.00420814,yes
24632,TYROBP,control,SRR926256,OK,66.1386,1,-6.047420602,NA,5.00E-05,0.00420814,yes
16169,NDN,control,SRR926256,OK,62.9155,1,-5.975343581,NA,5.00E-05,0.00420814,yes
5382,ECEL1,control,SRR926256,OK,62.8428,1,-5.973675557,NA,5.00E-05,0.00420814,yes
22052,SNORD20,control,SRR926256,OK,61.6482,1,-5.945986866,NA,5.00E-05,0.00420814,yes
25324,WISP2,control,SRR926256,OK,58.9151,1,-5.880565541,NA,5.00E-05,0.00420814,yes
8743,IGLL5,control,SRR926256,OK,58.2929,1,-5.865248271,NA,5.00E-05,0.00420814,yes
5583,ELK2AP,control,SRR926256,OK,57.4159,1,-5.843378408,NA,5.00E-05,0.00420814,yes
980,APOD,control,SRR926256,OK,54.902,1,-5.7787868,NA,5.00E-05,0.00420814,yes
9095,ITM2A,control,SRR926256,OK,53.0195,1,-5.72845116,NA,5.00E-05,0.00420814,yes
13819,MIR26A2,control,SRR926256,OK,51.7907,1,-5.694621153,NA,0.00095,0.0430833,yes
4131,CRISP3,control,SRR926256,OK,51.5965,1,-5.6892013,NA,5.00E-05,0.00420814,yes
2242,C20orf85,control,SRR926256,OK,49.957,1,-5.642614938,NA,5.00E-05,0.00420814,yes
2936,CCL14,control,SRR926256,OK,49.4136,1,-5.626836261,NA,5.00E-05,0.00420814,yes
22068,SNORD35A,control,SRR926256,OK,47.7209,1,-5.576549347,NA,0.00035,0.0217637,yes
18637,PPP1R14A,control,SRR926256,OK,47.3981,1,-5.566757323,NA,5.00E-05,0.00420814,yes
7780,GSTM5,control,SRR926256,OK,44.1309,1,-5.463717265,NA,5.00E-05,0.00420814,yes
20627,SCGB1A1,control,SRR926256,OK,42.4607,1,-5.40805625,NA,0.00025,0.0167546,yes
2145,C1QB,control,SRR926256,OK,41.1309,1,-5.362150735,NA,5.00E-05,0.00420814,yes
19128,PTGDS,control,SRR926256,OK,40.8903,1,-5.353686742,NA,5.00E-05,0.00420814,yes
5454,EFHD1,control,SRR926256,OK,39.5942,1,-5.307217206,NA,5.00E-05,0.00420814,yes
17525,PALM,control,SRR926256,OK,38.4273,1,-5.264059707,NA,5.00E-05,0.00420814,yes
2147,C1QC,control,SRR926256,OK,37.7021,1,-5.236572978,NA,5.00E-05,0.00420814,yes
7532,GPC3,control,SRR926256,OK,35.6415,1,-5.15548615,NA,5.00E-05,0.00420814,yes
390,ADH1B,control,SRR926256,OK,35.4393,1,-5.147278203,NA,5.00E-05,0.00420814,yes
3028,CD14,control,SRR926256,OK,35.1233,1,-5.134356494,NA,5.00E-05,0.00420814,yes
22476,SPRR2F,control,SRR926256,OK,33.4459,1,-5.063757462,NA,5.00E-05,0.00420814,yes
26334,ZSCAN18,control,SRR926256,OK,33.2824,1,-5.056687565,NA,5.00E-05,0.00420814,yes
6800,FOXL2,control,SRR926256,OK,32.5074,1,-5.022696266,NA,5.00E-05,0.00420814,yes
9996,LDOC1,control,SRR926256,OK,32.1176,1,-5.005292186,NA,5.00E-05,0.00420814,yes
14870,MIR590,control,SRR926256,OK,31.9979,1,-4.99990532,NA,7.00E-04,0.0345136,yes
25307,WFIKKN2,control,SRR926256,OK,28.6927,1,-4.842611828,NA,5.00E-05,0.00420814,yes
524,AIF1,control,SRR926256,OK,28.4673,1,-4.831233761,NA,5.00E-05,0.00420814,yes
15565,MRGPRF,control,SRR926256,OK,27.5481,1,-4.783880914,NA,5.00E-05,0.00420814,yes
497,AGR3,control,SRR926256,OK,27.2329,1,-4.767278716,NA,5.00E-05,0.00420814,yes
6115,FAM183A,control,SRR926256,OK,26.9137,1,-4.750268836,NA,2.00E-04,0.0139192,yes
2945,CCL21,control,SRR926256,OK,26.3831,1,-4.721542185,NA,5.00E-05,0.00420814,yes
22238,SOD3,control,SRR926256,OK,25.7181,1,-4.684712158,NA,5.00E-05,0.00420814,yes
166,ACKR1,control,SRR926256,OK,25.4203,1,-4.667909151,NA,5.00E-05,0.00420814,yes
24421,TSPYL5,control,SRR926256,OK,25.1495,1,-4.652457813,NA,5.00E-05,0.00420814,yes
8240,HLA-DQB1,control,SRR926256,OK,24.2259,1,-4.598478358,NA,5.00E-05,0.00420814,yes
20470,S100A9,control,SRR926256,OK,23.8329,1,-4.574882605,NA,4.00E-04,0.0242886,yes
2371,C6,control,SRR926256,OK,22.8657,1,-4.515113181,NA,5.00E-05,0.00420814,yes
2941,CCL18,control,SRR926256,OK,22.7006,1,-4.504658525,NA,5.00E-05,0.00420814,yes
16896,OLFM1,control,SRR926256,OK,22.5066,1,-4.492276225,NA,5.00E-05,0.00420814,yes
690,AMHR2,control,SRR926256,OK,21.9151,1,-4.453853357,NA,5.00E-05,0.00420814,yes
20469,S100A8,control,SRR926256,OK,20.6951,1,-4.371217315,NA,7.00E-04,0.0345136,yes
12716,LRRC32,control,SRR926256,OK,20.6426,1,-4.367552789,NA,5.00E-05,0.00420814,yes
5734,EPHX2,control,SRR926256,OK,20.3805,1,-4.349117541,NA,5.00E-05,0.00420814,yes
19437,RAI2,control,SRR926256,OK,20.0728,1,-4.32716997,NA,5.00E-05,0.00420814,yes
4081,CPXM2,control,SRR926256,OK,19.4355,1,-4.280622318,NA,5.00E-05,0.00420814,yes
15198,MIR6892,control,SRR926256,OK,19.024,1,-4.249748715,NA,5.00E-04,0.0272515,yes
496,AGR2,control,SRR926256,OK,18.8776,1,-4.238603454,NA,5.00E-05,0.00420814,yes
6756,FOLR1,control,SRR926256,OK,18.4563,1,-4.206041455,NA,5.00E-05,0.00420814,yes
16631,NR5A1,control,SRR926256,OK,18.032,1,-4.172487516,NA,5.00E-05,0.00420814,yes
5196,DPT,control,SRR926256,OK,17.8368,1,-4.156784908,NA,5.00E-05,0.00420814,yes
18081,PIFO,control,SRR926256,OK,17.0461,1,-4.091369796,NA,5.00E-05,0.00420814,yes
2533,CACNA1H,control,SRR926256,OK,17.0208,1,-4.089226942,NA,5.00E-05,0.00420814,yes
20896,SERTM1,control,SRR926256,OK,16.8877,1,-4.07790095,NA,5.00E-05,0.00420814,yes
23621,TMEM100,control,SRR926256,OK,16.1751,1,-4.015702726,NA,5.00E-05,0.00420814,yes
23197,TCEAL7,control,SRR926256,OK,16.0755,1,-4.006791706,NA,5.00E-05,0.00420814,yes
18346,PLVAP,control,SRR926256,OK,15.6429,1,-3.96743609,NA,5.00E-05,0.00420814,yes
2198,C1orf194,control,SRR926256,OK,15.4059,1,-3.945411061,NA,1.00E-04,0.00797137,yes
1985,C11orf88,control,SRR926256,OK,15.3033,1,-3.935770884,NA,0.00025,0.0167546,yes
18648,PPP1R1B,control,SRR926256,OK,14.8956,1,-3.896814332,NA,5.00E-05,0.00420814,yes
13439,MGMT,control,SRR926256,OK,13.8614,1,-3.793001072,NA,5.00E-05,0.00420814,yes
22875,SUSD3,control,SRR926256,OK,13.8285,1,-3.789572768,NA,5.00E-05,0.00420814,yes
7642,GPRC5C,control,SRR926256,OK,13.478,1,-3.752534526,NA,5.00E-05,0.00420814,yes
8238,HLA-DQA1,control,SRR926256,OK,13.4444,1,-3.748933467,NA,5.00E-05,0.00420814,yes
15687,MS4A8,control,SRR926256,OK,13.3265,1,-3.736226023,NA,5.00E-05,0.00420814,yes
16725,NTRK2,control,SRR926256,OK,13.2584,1,-3.728834779,NA,5.00E-05,0.00420814,yes
20686,SCUBE1,control,SRR926256,OK,12.8355,1,-3.682067591,NA,5.00E-05,0.00420814,yes
9093,ITLN1,control,SRR926256,OK,12.8285,1,-3.681280585,NA,0.00015,0.0111698,yes
7661,GPX7,control,SRR926256,OK,12.5503,1,-3.649649945,NA,5.00E-05,0.00420814,yes
21854,SNORA64,control,SRR926256,OK,12.3596,1,-3.627560148,NA,5.00E-04,0.0272515,yes
5936,F13A1,control,SRR926256,OK,12.335,1,-3.624685811,NA,5.00E-05,0.00420814,yes
16424,NLGN4X,control,SRR926256,OK,12.3172,1,-3.622602428,NA,5.00E-05,0.00420814,yes
18202,PKNOX2,control,SRR926256,OK,12.2619,1,-3.616110639,NA,5.00E-05,0.00420814,yes
20145,ROR2,control,SRR926256,OK,12.1791,1,-3.606335621,NA,5.00E-05,0.00420814,yes
6486,FCGR3A,control,SRR926256,OK,11.9813,1,-3.582712547,NA,5.00E-05,0.00420814,yes
25210,WBSCR17,control,SRR926256,OK,11.9461,1,-3.578467799,NA,5.00E-05,0.00420814,yes
15508,MORN5,control,SRR926256,OK,11.8963,1,-3.57244103,NA,0.0011,0.0470556,yes
21709,SMTNL2,control,SRR926256,OK,11.8863,1,-3.571227794,NA,5.00E-05,0.00420814,yes
15684,MS4A6A,control,SRR926256,OK,11.8796,1,-3.570414355,NA,5.00E-05,0.00420814,yes
21855,SNORA65,control,SRR926256,OK,11.8696,1,-3.569199413,NA,5.00E-05,0.00420814,yes
23217,TCF23,control,SRR926256,OK,11.8675,1,-3.568944145,NA,5.00E-05,0.00420814,yes
3396,CES1,control,SRR926256,OK,11.6325,1,-3.540089282,NA,5.00E-05,0.00420814,yes
13235,MDFI,control,SRR926256,OK,10.9712,1,-3.455649427,NA,5.00E-05,0.00420814,yes
2274,C2orf40,control,SRR926256,OK,10.6481,1,-3.41252412,NA,8.00E-04,0.0375026,yes
6145,FAM19A5,control,SRR926256,OK,10.5494,1,-3.399089042,NA,5.00E-05,0.00420814,yes
11389,LOC100507387,control,SRR926256,OK,10.3984,1,-3.378289653,NA,0.00015,0.0111698,yes
22340,SPATA18,control,SRR926256,OK,10.265,1,-3.359661722,NA,5.00E-05,0.00420814,yes
3500,CHI3L1,control,SRR926256,OK,10.2611,1,-3.359113492,NA,5.00E-05,0.00420814,yes
2327,C4BPB,control,SRR926256,OK,10.0746,1,-3.332650654,NA,1.00E-04,0.00797137,yes
21169,SLC12A7,control,SRR926256,OK,9.80956,1,-3.294188427,NA,5.00E-05,0.00420814,yes
9493,KIF26A,control,SRR926256,OK,9.75425,1,-3.286030949,NA,5.00E-05,0.00420814,yes
23288,TEKT1,control,SRR926256,OK,9.49579,1,-3.24728803,NA,5.00E-05,0.00420814,yes
168,ACKR3,control,SRR926256,OK,9.41414,1,-3.234829308,NA,5.00E-05,0.00420814,yes
5466,EFS,control,SRR926256,OK,9.32092,1,-3.22047236,NA,5.00E-05,0.00420814,yes
15466,MN1,control,SRR926256,OK,9.30739,1,-3.218376661,NA,5.00E-05,0.00420814,yes
3419,CFAP52,control,SRR926256,OK,9.19858,1,-3.201411167,NA,5.00E-05,0.00420814,yes
431,ADRB3,control,SRR926256,OK,9.13205,1,-3.190938759,NA,5.00E-05,0.00420814,yes
18228,PLA2G5,control,SRR926256,OK,8.79412,1,-3.136539219,NA,5.00E-05,0.00420814,yes
19760,RGMA,control,SRR926256,OK,8.74345,1,-3.128202652,NA,5.00E-05,0.00420814,yes
4915,DIO3,control,SRR926256,OK,8.72996,1,-3.125975044,NA,5.00E-05,0.00420814,yes
18507,PON3,control,SRR926256,OK,8.66143,1,-3.114605233,NA,0.00025,0.0167546,yes
8060,HEPH,control,SRR926256,OK,8.62762,1,-3.108962635,NA,5.00E-05,0.00420814,yes
9250,KCNH2,control,SRR926256,OK,8.32824,1,-3.058011644,NA,5.00E-05,0.00420814,yes
8460,HS3ST2,control,SRR926256,OK,8.10799,1,-3.019344309,NA,5.00E-05,0.00420814,yes
19522,RASL12,control,SRR926256,OK,7.94665,1,-2.990346804,NA,5.00E-05,0.00420814,yes
7009,GADD45G,control,SRR926256,OK,7.84219,1,-2.971256596,NA,0.00035,0.0217637,yes
3602,CILP,control,SRR926256,OK,7.74553,1,-2.953363961,NA,5.00E-05,0.00420814,yes
23815,TMEM37,control,SRR926256,OK,7.70422,1,-2.945648901,NA,5.00E-05,0.00420814,yes
699,AMOT,control,SRR926256,OK,7.6844,1,-2.941932618,NA,5.00E-05,0.00420814,yes
22418,SPI1,control,SRR926256,OK,7.65748,1,-2.936869694,NA,5.00E-05,0.00420814,yes
8093,HEYL,control,SRR926256,OK,7.60711,1,-2.927348467,NA,5.00E-05,0.00420814,yes
25585,ZCCHC12,control,SRR926256,OK,7.49955,1,-2.906804031,NA,5.00E-05,0.00420814,yes
9892,LAMP5,control,SRR926256,OK,7.47352,1,-2.901787907,NA,5.00E-05,0.00420814,yes
12872,LYNX1,control,SRR926256,OK,7.39372,1,-2.88630041,NA,5.00E-05,0.00420814,yes
5448,EFCC1,control,SRR926256,OK,7.33882,1,-2.875548113,NA,5.00E-05,0.00420814,yes
214,ACSS1,control,SRR926256,OK,7.2272,1,-2.853436819,NA,5.00E-05,0.00420814,yes
15682,MS4A4A,control,SRR926256,OK,7.22522,1,-2.853041517,NA,5.00E-05,0.00420814,yes
19774,RGS1,control,SRR926256,OK,7.22271,1,-2.852540246,NA,1.00E-04,0.00797137,yes
25146,VSIG4,control,SRR926256,OK,7.17259,1,-2.842494166,NA,0.00025,0.0167546,yes
17827,PDE9A,control,SRR926256,OK,6.96685,1,-2.800506502,NA,5.00E-05,0.00420814,yes
7767,GSTA1,control,SRR926256,OK,6.94855,1,-2.796711953,NA,5.00E-04,0.0272515,yes
7211,GFRA1,control,SRR926256,OK,6.57911,1,-2.717892434,NA,5.00E-05,0.00420814,yes
125,ABO,control,SRR926256,OK,6.57763,1,-2.717567857,NA,0.00015,0.0111698,yes
7258,GIMAP6,control,SRR926256,OK,6.57082,1,-2.716073422,NA,5.00E-05,0.00420814,yes
20960,SGCD,control,SRR926256,OK,6.39065,1,-2.675962677,NA,5.00E-05,0.00420814,yes
2454,C9orf135,control,SRR926256,OK,6.26677,1,-2.647722045,NA,0.00105,0.0453455,yes
15550,MPZL2,control,SRR926256,OK,6.21196,1,-2.63504854,NA,5.00E-05,0.00420814,yes
844,ANO1,control,SRR926256,OK,6.13063,1,-2.616035337,NA,5.00E-05,0.00420814,yes
24543,TUB,control,SRR926256,OK,6.10231,1,-2.609355471,NA,5.00E-05,0.00420814,yes
4467,CYP19A1,control,SRR926256,OK,6.07763,1,-2.603508848,NA,5.00E-05,0.00420814,yes
16579,NPNT,control,SRR926256,OK,6.05296,1,-2.597640817,NA,5.00E-05,0.00420814,yes
25582,ZC4H2,control,SRR926256,OK,6.0113,1,-2.587677021,NA,5.00E-05,0.00420814,yes
2736,CBLN4,control,SRR926256,OK,5.94048,1,-2.570579508,NA,5.00E-05,0.00420814,yes
3684,CLEC14A,control,SRR926256,OK,5.92851,1,-2.567669561,NA,5.00E-05,0.00420814,yes
7259,GIMAP7,control,SRR926256,OK,5.92349,1,-2.566447433,NA,0.00045,0.0259323,yes
7126,GBGT1,control,SRR926256,OK,5.90758,1,-2.562567261,NA,5.00E-05,0.00420814,yes
24749,UBXN10,control,SRR926256,OK,5.88056,1,-2.555953548,NA,5.00E-05,0.00420814,yes
7907,HAAO,control,SRR926256,OK,5.86477,1,-2.552074531,NA,7.00E-04,0.0345136,yes
19454,RAMP3,control,SRR926256,OK,5.82598,1,-2.542500749,NA,5.00E-05,0.00420814,yes
19821,RHOD,control,SRR926256,OK,5.69898,1,-2.51070373,NA,4.00E-04,0.0242886,yes
6757,FOLR2,control,SRR926256,OK,5.64375,1,-2.496654083,NA,0.00045,0.0259323,yes
11044,LMF1,control,SRR926256,OK,5.41207,1,-2.436180499,NA,5.00E-05,0.00420814,yes
5676,ENPP5,control,SRR926256,OK,5.27005,1,-2.39781665,NA,5.00E-05,0.00420814,yes
3541,CHRDL2,control,SRR926256,OK,5.26169,1,-2.395526253,NA,5.00E-05,0.00420814,yes
7769,GSTA3,control,SRR926256,OK,5.24656,1,-2.391371804,NA,0.001,0.0441341,yes
23369,TFF3,control,SRR926256,OK,5.19716,1,-2.377723475,NA,8.00E-04,0.0375026,yes
15862,MXRA5,control,SRR926256,OK,5.19712,1,-2.377712371,NA,5.00E-05,0.00420814,yes
9655,KNDC1,control,SRR926256,OK,5.1908,1,-2.375956902,NA,5.00E-05,0.00420814,yes
5981,FAIM2,control,SRR926256,OK,5.16928,1,-2.36996335,NA,5.00E-05,0.00420814,yes
3411,CFAP221,control,SRR926256,OK,5.07463,1,-2.343302637,NA,5.00E-05,0.00420814,yes
1068,ARHGAP28,control,SRR926256,OK,5.07306,1,-2.342856224,NA,5.00E-05,0.00420814,yes
2359,C5orf49,control,SRR926256,OK,5.01779,1,-2.327052094,NA,5.00E-05,0.00420814,yes
20383,RSPO1,control,SRR926256,OK,4.95158,1,-2.307888948,NA,5.00E-05,0.00420814,yes
9393,KIAA0040,control,SRR926256,OK,4.92702,1,-2.300715328,NA,5.00E-05,0.00420814,yes
7260,GIMAP8,control,SRR926256,OK,4.85978,1,-2.280891005,NA,5.00E-05,0.00420814,yes
7869,GYG2,control,SRR926256,OK,4.82065,1,-2.269227688,NA,5.00E-05,0.00420814,yes
8816,IL20RA,control,SRR926256,OK,4.71409,1,-2.236979302,NA,5.00E-05,0.00420814,yes
1933,C10orf128,control,SRR926256,OK,4.68715,1,-2.228710965,NA,5.00E-05,0.00420814,yes
22270,SOX18,control,SRR926256,OK,4.67163,1,-2.223926015,NA,3.00E-04,0.0193185,yes
1171,ARMC3,control,SRR926256,OK,4.53535,1,-2.18121389,NA,5.00E-05,0.00420814,yes
5784,ERG,control,SRR926256,OK,4.48209,1,-2.164171618,NA,5.00E-05,0.00420814,yes
2998,CCR1,control,SRR926256,OK,4.38579,1,-2.132836735,NA,2.00E-04,0.0139192,yes
6297,FAM81B,control,SRR926256,OK,4.37551,1,-2.129451184,NA,0.00045,0.0259323,yes
7279,GJA5,control,SRR926256,OK,4.28898,1,-2.100634589,NA,5.00E-05,0.00420814,yes
5872,EVC2,control,SRR926256,OK,4.22489,1,-2.07891378,NA,5.00E-05,0.00420814,yes
9158,JPH2,control,SRR926256,OK,4.20767,1,-2.073021561,NA,5.00E-05,0.00420814,yes
19694,REM1,control,SRR926256,OK,4.20089,1,-2.070695009,NA,5.00E-04,0.0272515,yes
