,gene_id,sample_1,sample_2,status,value_1,value_2,log2_fold_change,test_stat,p_value,q_value,significant
16660,NRK,control,SRR926259,OK,12.8684,1,-3.685760781,NA,5.00E-05,0.00738377,yes
3842,CNRIP1,control,SRR926259,OK,12.7186,1,-3.66886797,NA,5.00E-05,0.00738377,yes
3054,CD248,control,SRR926259,OK,12.672,1,-3.663572335,NA,5.00E-05,0.00738377,yes
524,AIF1,control,SRR926259,OK,12.6366,1,-3.659536439,NA,0.001,0.0418781,yes
21720,SNAI2,control,SRR926259,OK,12.5972,1,-3.655031194,NA,2.00E-04,0.0176283,yes
190,ACP5,control,SRR926259,OK,12.3376,1,-3.624989873,NA,5.00E-05,0.00738377,yes
15565,MRGPRF,control,SRR926259,OK,12.2284,1,-3.612163745,NA,5.00E-05,0.00738377,yes
5414,EDNRA,control,SRR926259,OK,12.0537,1,-3.591404159,NA,0.00015,0.01443,yes
12525,LOC646029,control,SRR926259,OK,11.8702,1,-3.569272338,NA,5.00E-05,0.00738377,yes
2945,CCL21,control,SRR926259,OK,11.7112,1,-3.549817006,NA,5.00E-04,0.0285339,yes
20662,SCN7A,control,SRR926259,OK,11.6633,1,-3.543904136,NA,5.00E-05,0.00738377,yes
17832,PDGFD,control,SRR926259,OK,11.5632,1,-3.531468799,NA,0.00015,0.01443,yes
10286,LINC00473,control,SRR926259,OK,11.5336,1,-3.527770989,NA,0.00025,0.0193952,yes
13407,MGARP,control,SRR926259,OK,11.5125,1,-3.525129251,NA,0.00045,0.0267694,yes
18663,PPP1R3C,control,SRR926259,OK,11.4432,1,-3.516418642,NA,0.00045,0.0267694,yes
166,ACKR1,control,SRR926259,OK,11.2837,1,-3.496168309,NA,0.00015,0.01443,yes
21816,SNORA33,control,SRR926259,OK,11.2002,1,-3.485452589,NA,5.00E-05,0.00738377,yes
2972,CCND2,control,SRR926259,OK,11.1962,1,-3.484937258,NA,0.00035,0.0228382,yes
25040,VCAM1,control,SRR926259,OK,10.9143,1,-3.448147699,NA,5.00E-05,0.00738377,yes
3892,COL15A1,control,SRR926259,OK,10.8604,1,-3.441005335,NA,3.00E-04,0.0215833,yes
8570,HTRA3,control,SRR926259,OK,10.6469,1,-3.412361525,NA,5.00E-05,0.00738377,yes
13008,MAN1A1,control,SRR926259,OK,10.6242,1,-3.409282306,NA,5.00E-05,0.00738377,yes
13316,MEIS2,control,SRR926259,OK,10.3936,1,-3.377623538,NA,5.00E-05,0.00738377,yes
18516,POSTN,control,SRR926259,OK,10.257,1,-3.358536923,NA,5.00E-05,0.00738377,yes
23221,TCF4,control,SRR926259,OK,10.2545,1,-3.358185244,NA,0.00015,0.01443,yes
2371,C6,control,SRR926259,OK,10.1499,1,-3.343393608,NA,5.00E-05,0.00738377,yes
2941,CCL18,control,SRR926259,OK,10.0766,1,-3.332937028,NA,0.00075,0.0356674,yes
4042,CPED1,control,SRR926259,OK,9.98092,1,-3.319172803,NA,5.00E-05,0.00738377,yes
2468,C9orf24,control,SRR926259,OK,9.97299,1,-3.318026104,NA,0.001,0.0418781,yes
24404,TSPAN8,control,SRR926259,OK,9.91617,1,-3.309783005,NA,0.0013,0.0489608,yes
19532,RASSF8,control,SRR926259,OK,9.91044,1,-3.308949111,NA,5.00E-05,0.00738377,yes
21200,SLC16A9,control,SRR926259,OK,9.60536,1,-3.263839686,NA,5.00E-05,0.00738377,yes
9981,LDB2,control,SRR926259,OK,9.27305,1,-3.213043934,NA,5.00E-05,0.00738377,yes
18268,PLCXD3,control,SRR926259,OK,9.10842,1,-3.187200817,NA,5.00E-05,0.00738377,yes
22595,SSPN,control,SRR926259,OK,8.74772,1,-3.128907043,NA,5.00E-05,0.00738377,yes
4104,CREB3L1,control,SRR926259,OK,8.72532,1,-3.125208043,NA,0.00035,0.0228382,yes
5930,F10,control,SRR926259,OK,8.65113,1,-3.112888588,NA,0.00015,0.01443,yes
949,APLN,control,SRR926259,OK,8.57957,1,-3.100905343,NA,5.00E-05,0.00738377,yes
119,ABI3BP,control,SRR926259,OK,8.56088,1,-3.097759103,NA,5.00E-05,0.00738377,yes
21443,SLC43A3,control,SRR926259,OK,8.48226,1,-3.084448705,NA,0.00015,0.01443,yes
15198,MIR6892,control,SRR926259,OK,8.44461,1,-3.078030796,NA,1.00E-04,0.011691,yes
6422,FBXL7,control,SRR926259,OK,8.42973,1,-3.075486423,NA,5.00E-05,0.00738377,yes
21345,SLC2A3,control,SRR926259,OK,8.42113,1,-3.074013836,NA,5.00E-05,0.00738377,yes
7349,GLT8D2,control,SRR926259,OK,8.0477,1,-3.008576526,NA,1.00E-04,0.011691,yes
23136,TBC1D4,control,SRR926259,OK,7.99674,1,-2.999411982,NA,5.00E-05,0.00738377,yes
5836,ESR1,control,SRR926259,OK,7.96889,1,-2.994378783,NA,5.00E-05,0.00738377,yes
3244,CDO1,control,SRR926259,OK,7.94685,1,-2.990383113,NA,7.00E-04,0.0338635,yes
5196,DPT,control,SRR926259,OK,7.91759,1,-2.985061362,NA,0.00035,0.0228382,yes
17985,PGM5,control,SRR926259,OK,7.55977,1,-2.918342342,NA,2.00E-04,0.0176283,yes
18401,PNMAL1,control,SRR926259,OK,7.55185,1,-2.916830109,NA,0.00015,0.01443,yes
13291,MEDAG,control,SRR926259,OK,7.5436,1,-2.915253179,NA,0.00025,0.0193952,yes
22830,SULF1,control,SRR926259,OK,7.51771,1,-2.910293264,NA,1.00E-04,0.011691,yes
23736,TMEM200A,control,SRR926259,OK,7.22184,1,-2.852366458,NA,0.00015,0.01443,yes
18830,PRKCDBP,control,SRR926259,OK,7.20515,1,-2.849028465,NA,0.00055,0.0301604,yes
4554,DACT1,control,SRR926259,OK,7.18309,1,-2.844604592,NA,5.00E-05,0.00738377,yes
23621,TMEM100,control,SRR926259,OK,7.17995,1,-2.843973797,NA,5.00E-05,0.00738377,yes
23197,TCEAL7,control,SRR926259,OK,7.13578,1,-2.835071137,NA,0.00095,0.0407991,yes
3715,CLIC2,control,SRR926259,OK,7.13282,1,-2.834472567,NA,3.00E-04,0.0215833,yes
5434,EFCAB1,control,SRR926259,OK,7.06505,1,-2.820699771,NA,5.00E-05,0.00738377,yes
21661,SMIM10,control,SRR926259,OK,7.03435,1,-2.814417119,NA,7.00E-04,0.0338635,yes
17999,PHACTR3,control,SRR926259,OK,6.95431,1,-2.797907379,NA,2.00E-04,0.0176283,yes
4080,CPXM1,control,SRR926259,OK,6.87801,1,-2.781991213,NA,4.00E-04,0.0243105,yes
8533,HSPB7,control,SRR926259,OK,6.76747,1,-2.758616587,NA,1.00E-04,0.011691,yes
1020,AR,control,SRR926259,OK,6.61864,1,-2.726534802,NA,5.00E-05,0.00738377,yes
3850,CNTN1,control,SRR926259,OK,6.48077,1,-2.696165234,NA,0.00015,0.01443,yes
4638,DCLK1,control,SRR926259,OK,6.45824,1,-2.691141055,NA,5.00E-05,0.00738377,yes
8473,HSD11B1,control,SRR926259,OK,6.4216,1,-2.682932803,NA,0.00015,0.01443,yes
5475,EGFLAM,control,SRR926259,OK,6.16223,1,-2.623452531,NA,5.00E-05,0.00738377,yes
4688,DDR2,control,SRR926259,OK,6.09832,1,-2.608411856,NA,2.00E-04,0.0176283,yes
5704,EPB41L3,control,SRR926259,OK,5.99867,1,-2.584642668,NA,0.00015,0.01443,yes
3031,CD163,control,SRR926259,OK,5.95829,1,-2.574898344,NA,0.00015,0.01443,yes
7418,GNG2,control,SRR926259,OK,5.91949,1,-2.565472884,NA,5.00E-05,0.00738377,yes
15687,MS4A8,control,SRR926259,OK,5.91551,1,-2.564502554,NA,4.00E-04,0.0243105,yes
19603,RBMS3,control,SRR926259,OK,5.89255,1,-2.558892095,NA,5.00E-05,0.00738377,yes
16725,NTRK2,control,SRR926259,OK,5.8853,1,-2.557115958,NA,5.00E-05,0.00738377,yes
19380,RAB9B,control,SRR926259,OK,5.86012,1,-2.550930208,NA,0.00035,0.0228382,yes
3114,CD93,control,SRR926259,OK,5.83839,1,-2.545570585,NA,5.00E-05,0.00738377,yes
3089,CD53,control,SRR926259,OK,5.75908,1,-2.525838363,NA,4.00E-04,0.0243105,yes
21801,SNORA20,control,SRR926259,OK,5.71738,1,-2.515354181,NA,4.00E-04,0.0243105,yes
23827,TMEM45A,control,SRR926259,OK,5.70821,1,-2.513038411,NA,8.00E-04,0.0366975,yes
9093,ITLN1,control,SRR926259,OK,5.69446,1,-2.509559039,NA,0.00065,0.0327627,yes
2643,CAPSL,control,SRR926259,OK,5.6681,1,-2.502865211,NA,0.0011,0.0447307,yes
5377,EBP,control,SRR926259,OK,5.63192,1,-2.493626841,NA,0.00085,0.0381593,yes
6240,FAM46C,control,SRR926259,OK,5.59733,1,-2.484738807,NA,3.00E-04,0.0215833,yes
3694,CLEC2B,control,SRR926259,OK,5.59634,1,-2.484483615,NA,0.00035,0.0228382,yes
7661,GPX7,control,SRR926259,OK,5.57097,1,-2.477928547,NA,0.0013,0.0489609,yes
7256,GIMAP4,control,SRR926259,OK,5.56933,1,-2.477503779,NA,0.00055,0.0301604,yes
23794,TMEM255A,control,SRR926259,OK,5.5636,1,-2.4760187,NA,5.00E-05,0.00738377,yes
21854,SNORA64,control,SRR926259,OK,5.48631,1,-2.455836143,NA,5.00E-05,0.00738377,yes
5936,F13A1,control,SRR926259,OK,5.47538,1,-2.452959093,NA,0.00025,0.0193952,yes
20145,ROR2,control,SRR926259,OK,5.40619,1,-2.434612216,NA,0.00035,0.0228382,yes
5597,ELN,control,SRR926259,OK,5.37675,1,-2.426734393,NA,5.00E-05,0.00738377,yes
35,AASS,control,SRR926259,OK,5.35804,1,-2.421705352,NA,0.00015,0.01443,yes
6486,FCGR3A,control,SRR926259,OK,5.31838,1,-2.410986862,NA,1.00E-04,0.011691,yes
25210,WBSCR17,control,SRR926259,OK,5.30279,1,-2.406751616,NA,4.00E-04,0.0243105,yes
15684,MS4A6A,control,SRR926259,OK,5.27327,1,-2.398697867,NA,6.00E-04,0.0318644,yes
21855,SNORA65,control,SRR926259,OK,5.26881,1,-2.397477155,NA,0.00025,0.0193952,yes
21192,SLC16A14,control,SRR926259,OK,5.17107,1,-2.370462835,NA,5.00E-05,0.00738377,yes
21840,SNORA55,control,SRR926259,OK,5.16484,1,-2.368723657,NA,6.00E-04,0.0318644,yes
3396,CES1,control,SRR926259,OK,5.1636,1,-2.368377246,NA,0.00055,0.0301604,yes
3975,COPZ2,control,SRR926259,OK,5.11129,1,-2.353687448,NA,0.0011,0.0447307,yes
23783,TMEM246,control,SRR926259,OK,5.10578,1,-2.352131376,NA,5.00E-05,0.00738377,yes
1181,ARMCX4,control,SRR926259,OK,5.0853,1,-2.346332886,NA,5.00E-05,0.00738377,yes
742,ANK2,control,SRR926259,OK,4.9388,1,-2.304160547,NA,5.00E-05,0.00738377,yes
4450,CYBB,control,SRR926259,OK,4.9379,1,-2.30389762,NA,4.00E-04,0.0243105,yes
6173,FAM216B,control,SRR926259,OK,4.93408,1,-2.302781107,NA,0.00055,0.0301604,yes
20799,SEMA6D,control,SRR926259,OK,4.88191,1,-2.287445699,NA,5.00E-05,0.00738377,yes
16170,NDNF,control,SRR926259,OK,4.86942,1,-2.283749942,NA,3.00E-04,0.0215833,yes
16048,NAP1L3,control,SRR926259,OK,4.77311,1,-2.254929585,NA,1.00E-04,0.011691,yes
22588,SSC5D,control,SRR926259,OK,4.71101,1,-2.236036394,NA,5.00E-05,0.00738377,yes
2689,CASP1,control,SRR926259,OK,4.7067,1,-2.2347159,NA,0.00065,0.0327627,yes
8649,IFI44,control,SRR926259,OK,4.68107,1,-2.226838339,NA,0.001,0.0418781,yes
26007,ZNF521,control,SRR926259,OK,4.66241,1,-2.221075877,NA,5.00E-05,0.00738377,yes
6605,FIBIN,control,SRR926259,OK,4.61895,1,-2.207564929,NA,2.00E-04,0.0176283,yes
11389,LOC100507387,control,SRR926259,OK,4.61577,1,-2.206571337,NA,0.0013,0.0489608,yes
3500,CHI3L1,control,SRR926259,OK,4.55481,1,-2.187390874,NA,0.0013,0.0489608,yes
16746,NUDT10,control,SRR926259,OK,4.53986,1,-2.182647808,NA,3.00E-04,0.0215833,yes
8839,IL33,control,SRR926259,OK,4.47394,1,-2.161545909,NA,4.00E-04,0.0243105,yes
9299,KCNMB1,control,SRR926259,OK,4.42273,1,-2.144937171,NA,9.00E-04,0.0393545,yes
4543,CYYR1,control,SRR926259,OK,4.36296,1,-2.125307247,NA,0.00055,0.0301604,yes
19763,RGN,control,SRR926259,OK,4.2942,1,-2.102389385,NA,8.00E-04,0.0366975,yes
15713,MSR1,control,SRR926259,OK,4.23434,1,-2.082137116,NA,0.00065,0.0327627,yes
16613,NR1H4,control,SRR926259,OK,4.20868,1,-2.073367821,NA,0.00075,0.0356674,yes
3591,CIART,control,SRR926259,OK,4.19002,1,-2.06695713,NA,9.00E-04,0.0393545,yes
168,ACKR3,control,SRR926259,OK,4.17886,1,-2.063109426,NA,0.00025,0.0193952,yes
5466,EFS,control,SRR926259,OK,4.13752,1,-2.048766286,NA,0.00065,0.0327627,yes
16622,NR2F1-AS1,control,SRR926259,OK,4.11916,1,-2.042350166,NA,0.00015,0.01443,yes
3419,CFAP52,control,SRR926259,OK,4.08311,1,-2.029668435,NA,0.00035,0.0228382,yes
431,ADRB3,control,SRR926259,OK,4.05364,1,-2.01921797,NA,0.00025,0.0193952,yes
1926,C10orf107,control,SRR926259,OK,4.0346,1,-2.012425648,NA,0.00125,0.0483764,yes
