,gene_id,sample_1,sample_2,status,value_1,value_2,log2_fold_change,test_stat,p_value,q_value,significant
20885,SERPINF1,control,SRR926258,OK,180.319,1,-7.49440761,NA,5.00E-05,0.00294358,yes
22685,STAR,control,SRR926258,OK,172.44,1,-7.429950657,NA,5.00E-05,0.00294358,yes
22132,SNORD79,control,SRR926258,OK,171.083,1,-7.4185526,NA,0.00065,0.0217825,yes
15059,MIR6757,control,SRR926258,OK,159.698,1,-7.319202435,NA,0.00045,0.0169367,yes
3911,COL3A1,control,SRR926258,OK,158.148,1,-7.305131501,NA,5.00E-05,0.00294358,yes
18880,PROK1,control,SRR926258,OK,150.932,1,-7.237754903,NA,5.00E-05,0.00294358,yes
3436,CFH,control,SRR926258,OK,149.786,1,-7.226758976,NA,5.00E-05,0.00294358,yes
9034,ISLR,control,SRR926258,OK,149.445,1,-7.223470819,NA,5.00E-05,0.00294358,yes
22071,SNORD36B,control,SRR926258,OK,141.741,1,-7.147113322,NA,0.00015,0.00728106,yes
8242,HLA-DRA,control,SRR926258,OK,141.111,1,-7.140686644,NA,5.00E-05,0.00294358,yes
22331,SPARCL1,control,SRR926258,OK,140.126,1,-7.130580859,NA,5.00E-05,0.00294358,yes
22034,SNORD14A,control,SRR926258,OK,137.928,1,-7.10777155,NA,5.00E-04,0.0180393,yes
15213,MIR7111,control,SRR926258,OK,133.901,1,-7.065022925,NA,0.00015,0.00728106,yes
13440,MGP,control,SRR926258,OK,129.6,1,-7.017921908,NA,5.00E-05,0.00294358,yes
21437,SLC40A1,control,SRR926258,OK,129.485,1,-7.01664117,NA,5.00E-05,0.00294358,yes
5449,EFEMP1,control,SRR926258,OK,127.856,1,-6.998376054,NA,5.00E-05,0.00294358,yes
22081,SNORD42A,control,SRR926258,OK,120.433,1,-6.912086951,NA,5.00E-05,0.00294358,yes
2531,CACNA1G,control,SRR926258,OK,2.83081,0.0236539,-6.902993039,-3.11581,0.00155,0.0396627,yes
22090,SNORD48,control,SRR926258,OK,111.746,1,-6.80407938,NA,0.001,0.029788,yes
20939,SFRP4,control,SRR926258,OK,108.783,1,-6.765309308,NA,5.00E-05,0.00294358,yes
4451,CYBRD1,control,SRR926258,OK,104.759,1,-6.710930383,NA,5.00E-05,0.00294358,yes
22089,SNORD47,control,SRR926258,OK,103.071,1,-6.687494664,NA,0.00025,0.0106256,yes
9143,JCHAIN,control,SRR926258,OK,102.038,1,-6.672962717,NA,5.00E-05,0.00294358,yes
19913,RNASE1,control,SRR926258,OK,101.315,1,-6.662703975,NA,5.00E-05,0.00294358,yes
21853,SNORA63,control,SRR926258,OK,96.6775,1,-6.595108262,NA,0.001,0.029788,yes
15446,MMP2,control,SRR926258,OK,90.8572,1,-6.505528941,NA,5.00E-05,0.00294358,yes
22082,SNORD42B,control,SRR926258,OK,90.6905,1,-6.502879529,NA,0.00035,0.0138616,yes
14332,MIR4492,control,SRR926258,OK,89.4768,1,-6.483441756,NA,0.0017,0.0423808,yes
22108,SNORD58C,control,SRR926258,OK,89.0628,1,-6.476751064,NA,2.00E-04,0.00907604,yes
19920,RNASE4,control,SRR926258,OK,86.2126,1,-6.42982683,NA,5.00E-05,0.00294358,yes
25299,WFDC2,control,SRR926258,OK,86.1481,1,-6.428747073,NA,5.00E-05,0.00294358,yes
22115,SNORD63,control,SRR926258,OK,85.0069,1,-6.409508044,NA,5.00E-05,0.00294358,yes
14616,MIR5047,control,SRR926258,OK,84.3206,1,-6.397813228,NA,0.00085,0.0264975,yes
6935,FXYD1,control,SRR926258,OK,83.8005,1,-6.388886947,NA,5.00E-05,0.00294358,yes
22064,SNORD32A,control,SRR926258,OK,81.8589,1,-6.355067375,NA,6.00E-04,0.0203813,yes
19489,RARRES1,control,SRR926258,OK,78.1302,1,-6.287808402,NA,5.00E-05,0.00294358,yes
3168,CDH11,control,SRR926258,OK,76.5208,1,-6.257780052,NA,5.00E-05,0.00294358,yes
9574,KLHDC8A,control,SRR926258,OK,75.3791,1,-6.236092665,NA,5.00E-05,0.00294358,yes
22062,SNORD30,control,SRR926258,OK,75.1538,1,-6.231774148,NA,0.0011,0.0316314,yes
24881,UQCRH,control,SRR926258,OK,73.3413,1,-6.196553933,NA,5.00E-05,0.00294358,yes
22074,SNORD38A,control,SRR926258,OK,70.8704,1,-6.147111287,NA,1.00E-04,0.00532905,yes
22103,SNORD56,control,SRR926258,OK,70.8704,1,-6.147111287,NA,0.0012,0.0332451,yes
6730,FMOD,control,SRR926258,OK,68.5709,1,-6.099524553,NA,5.00E-05,0.00294358,yes
21857,SNORA67,control,SRR926258,OK,67.5504,1,-6.077892407,NA,0.00155,0.0396627,yes
21860,SNORA70,control,SRR926258,OK,61.7395,1,-5.948121894,NA,6.00E-04,0.0203813,yes
10004,LEFTY2,control,SRR926258,OK,61.738,1,-5.948086843,NA,5.00E-05,0.00294358,yes
8646,IFI27L2,control,SRR926258,OK,56.1975,1,-5.812434047,NA,5.00E-05,0.00294358,yes
18424,PODN,control,SRR926258,OK,54.3742,1,-5.764850365,NA,5.00E-05,0.00294358,yes
6959,G0S2,control,SRR926258,OK,53.9957,1,-5.754772616,NA,5.00E-05,0.00294358,yes
4984,DLK1,control,SRR926258,OK,52.7218,1,-5.720327722,NA,5.00E-05,0.00294358,yes
14249,MIR4419A,control,SRR926258,OK,51.5356,1,-5.687497463,NA,0.0017,0.0423808,yes
22040,SNORD15B,control,SRR926258,OK,49.7875,1,-5.637711669,NA,2.00E-04,0.00907604,yes
1701,BGN,control,SRR926258,OK,48.4059,1,-5.597110997,NA,5.00E-05,0.00294358,yes
24632,TYROBP,control,SRR926258,OK,47.9969,1,-5.584869324,NA,5.00E-05,0.00294358,yes
3817,CNN1,control,SRR926258,OK,46.9646,1,-5.553501817,NA,5.00E-05,0.00294358,yes
16169,NDN,control,SRR926258,OK,45.6578,1,-5.512789441,NA,5.00E-05,0.00294358,yes
23216,TCF21,control,SRR926258,OK,45.2567,1,-5.500059486,NA,5.00E-05,0.00294358,yes
22052,SNORD20,control,SRR926258,OK,44.7381,1,-5.483432082,NA,0.00015,0.00728106,yes
25324,WISP2,control,SRR926258,OK,42.7547,1,-5.418011118,NA,5.00E-05,0.00294358,yes
8743,IGLL5,control,SRR926258,OK,42.3041,1,-5.402725587,NA,5.00E-05,0.00294358,yes
5583,ELK2AP,control,SRR926258,OK,41.6667,1,-5.380822938,NA,2.00E-04,0.00907604,yes
23382,TGFB1I1,control,SRR926258,OK,41.2995,1,-5.36805241,NA,5.00E-05,0.00294358,yes
6396,FBLN5,control,SRR926258,OK,39.9078,1,-5.318598844,NA,5.00E-05,0.00294358,yes
980,APOD,control,SRR926258,OK,39.8424,1,-5.316232649,NA,5.00E-05,0.00294358,yes
7874,GYPC,control,SRR926258,OK,39.3931,1,-5.299871048,NA,5.00E-05,0.00294358,yes
9095,ITM2A,control,SRR926258,OK,38.4764,1,-5.265901916,NA,5.00E-05,0.00294358,yes
7960,HBB,control,SRR926258,OK,38.4172,1,-5.263680468,NA,0.00015,0.00728106,yes
13819,MIR26A2,control,SRR926258,OK,37.5846,1,-5.232069745,NA,5.00E-05,0.00294358,yes
4131,CRISP3,control,SRR926258,OK,37.4436,1,-5.226647244,NA,1.00E-04,0.00532905,yes
2242,C20orf85,control,SRR926258,OK,36.2539,1,-5.180064296,NA,5.00E-05,0.00294358,yes
2936,CCL14,control,SRR926258,OK,35.8595,1,-5.164283467,NA,0.00035,0.0138616,yes
23190,TCEA3,control,SRR926258,OK,35.6043,1,-5.153979584,NA,5.00E-05,0.00294358,yes
15065,MIR6762,control,SRR926258,OK,34.6311,1,-5.113996308,NA,0.00095,0.0288913,yes
18637,PPP1R14A,control,SRR926258,OK,34.3968,1,-5.104202449,NA,5.00E-05,0.00294358,yes
21892,SNORD10,control,SRR926258,OK,34.2906,1,-5.099741243,NA,0.00115,0.0325852,yes
4186,CSDC2,control,SRR926258,OK,33.4788,1,-5.065175912,NA,5.00E-05,0.00294358,yes
17885,PDZRN3,control,SRR926258,OK,32.0674,1,-5.003035481,NA,5.00E-05,0.00294358,yes
7780,GSTM5,control,SRR926258,OK,32.0258,1,-5.001162704,NA,5.00E-05,0.00294358,yes
2144,C1QA,control,SRR926258,OK,31.1168,1,-4.959621798,NA,0.00025,0.0106256,yes
18335,PLP2,control,SRR926258,OK,30.8529,1,-4.947334196,NA,1.00E-04,0.00532905,yes
2145,C1QB,control,SRR926258,OK,29.8487,1,-4.899596194,NA,5.00E-05,0.00294358,yes
14405,MIR4640,control,SRR926258,OK,29.6775,1,-4.891297661,NA,0.00185,0.045534,yes
2943,CCL2,control,SRR926258,OK,29.0805,1,-4.86198017,NA,5.00E-05,0.00294358,yes
9138,JAM3,control,SRR926258,OK,28.6136,1,-4.838629116,NA,5.00E-05,0.00294358,yes
12978,MAGEH1,control,SRR926258,OK,28.608,1,-4.838346737,NA,5.00E-05,0.00294358,yes
23946,TNFAIP8L3,control,SRR926258,OK,28.0995,1,-4.812472554,NA,5.00E-05,0.00294358,yes
15112,MIR6807,control,SRR926258,OK,27.5857,1,-4.785848685,NA,5.00E-05,0.00294358,yes
2147,C1QC,control,SRR926258,OK,27.3604,1,-4.774017417,NA,5.00E-05,0.00294358,yes
7085,GAS1,control,SRR926258,OK,26.9921,1,-4.754465319,NA,5.00E-05,0.00294358,yes
13376,MFAP2,control,SRR926258,OK,26.6766,1,-4.737502898,NA,5.00E-05,0.00294358,yes
21834,SNORA48,control,SRR926258,OK,26.3666,1,-4.720639641,NA,7.00E-04,0.0232347,yes
390,ADH1B,control,SRR926258,OK,25.7183,1,-4.684723377,NA,5.00E-05,0.00294358,yes
3028,CD14,control,SRR926258,OK,25.4887,1,-4.671785888,NA,5.00E-05,0.00294358,yes
1180,ARMCX3,control,SRR926258,OK,25.4727,1,-4.670879982,NA,5.00E-05,0.00294358,yes
18973,PRRX1,control,SRR926258,OK,25.07,1,-4.647890091,NA,5.00E-05,0.00294358,yes
22476,SPRR2F,control,SRR926258,OK,24.2717,1,-4.601203254,NA,0.00045,0.0169367,yes
7776,GSTM2,control,SRR926258,OK,23.6543,1,-4.564030563,NA,5.00E-05,0.00294358,yes
1230,ARX,control,SRR926258,OK,23.5648,1,-4.558561532,NA,5.00E-05,0.00294358,yes
54,ABCA8,control,SRR926258,OK,23.5361,1,-4.556803376,NA,5.00E-05,0.00294358,yes
1178,ARMCX1,control,SRR926258,OK,23.4186,1,-4.549582927,NA,5.00E-05,0.00294358,yes
9996,LDOC1,control,SRR926258,OK,23.3078,1,-4.542740931,NA,5.00E-05,0.00294358,yes
14870,MIR590,control,SRR926258,OK,23.2209,1,-4.537351984,NA,4.00E-04,0.0156287,yes
25630,ZEB2,control,SRR926258,OK,22.7312,1,-4.506601942,NA,5.00E-05,0.00294358,yes
15844,MUM1L1,control,SRR926258,OK,22.6348,1,-4.500470654,NA,5.00E-05,0.00294358,yes
2053,C16orf45,control,SRR926258,OK,22.1786,1,-4.471096395,NA,5.00E-05,0.00294358,yes
1179,ARMCX2,control,SRR926258,OK,22.1733,1,-4.470751594,NA,5.00E-05,0.00294358,yes
24373,TSHZ3,control,SRR926258,OK,21.0755,1,-4.397494953,NA,5.00E-05,0.00294358,yes
16660,NRK,control,SRR926258,OK,21.038,1,-4.394925655,NA,5.00E-05,0.00294358,yes
25307,WFIKKN2,control,SRR926258,OK,20.8223,1,-4.38005753,NA,5.00E-05,0.00294358,yes
3842,CNRIP1,control,SRR926258,OK,20.7931,1,-4.378032958,NA,5.00E-05,0.00294358,yes
3054,CD248,control,SRR926258,OK,20.717,1,-4.372743198,NA,5.00E-05,0.00294358,yes
524,AIF1,control,SRR926258,OK,20.6589,1,-4.368691534,NA,5.00E-04,0.0180393,yes
21720,SNAI2,control,SRR926258,OK,20.5946,1,-4.364194201,NA,5.00E-05,0.00294358,yes
3072,CD34,control,SRR926258,OK,20.5676,1,-4.362301553,NA,5.00E-05,0.00294358,yes
18343,PLSCR4,control,SRR926258,OK,20.4491,1,-4.353965444,NA,5.00E-05,0.00294358,yes
20770,SELENBP1,control,SRR926258,OK,20.1973,1,-4.33609054,NA,5.00E-05,0.00294358,yes
15565,MRGPRF,control,SRR926258,OK,19.9917,1,-4.321329252,NA,5.00E-05,0.00294358,yes
497,AGR3,control,SRR926258,OK,19.7629,1,-4.304722758,NA,0.00015,0.00728106,yes
5414,EDNRA,control,SRR926258,OK,19.706,1,-4.300563057,NA,5.00E-05,0.00294358,yes
6115,FAM183A,control,SRR926258,OK,19.5313,1,-4.287716073,NA,0.001,0.029788,yes
12525,LOC646029,control,SRR926258,OK,19.4061,1,-4.278438307,NA,5.00E-05,0.00294358,yes
2945,CCL21,control,SRR926258,OK,19.1462,1,-4.25898618,NA,5.00E-05,0.00294358,yes
20662,SCN7A,control,SRR926258,OK,19.0679,1,-4.253074059,NA,5.00E-05,0.00294358,yes
13407,MGARP,control,SRR926258,OK,18.8214,1,-4.23430204,NA,5.00E-05,0.00294358,yes
18663,PPP1R3C,control,SRR926258,OK,18.708,1,-4.225583429,NA,5.00E-05,0.00294358,yes
2152,C1QTNF1,control,SRR926258,OK,18.597,1,-4.216998005,NA,5.00E-05,0.00294358,yes
166,ACKR1,control,SRR926258,OK,18.4473,1,-4.20533777,NA,5.00E-05,0.00294358,yes
21816,SNORA33,control,SRR926258,OK,18.3107,1,-4.19461504,NA,2.00E-04,0.00907604,yes
2972,CCND2,control,SRR926258,OK,18.3043,1,-4.194110697,NA,5.00E-05,0.00294358,yes
16900,OLFML1,control,SRR926258,OK,18.1567,1,-4.18243011,NA,5.00E-05,0.00294358,yes
1009,AQP3,control,SRR926258,OK,17.9675,1,-4.167317781,NA,5.00E-05,0.00294358,yes
25040,VCAM1,control,SRR926258,OK,17.8434,1,-4.157318637,NA,5.00E-05,0.00294358,yes
3892,COL15A1,control,SRR926258,OK,17.7552,1,-4.150169706,NA,5.00E-05,0.00294358,yes
8240,HLA-DQB1,control,SRR926258,OK,17.5808,1,-4.135928816,NA,5.00E-05,0.00294358,yes
8570,HTRA3,control,SRR926258,OK,17.4062,1,-4.121529373,NA,5.00E-05,0.00294358,yes
17854,PDLIM3,control,SRR926258,OK,17.114,1,-4.097105091,NA,5.00E-05,0.00294358,yes
6398,FBN1,control,SRR926258,OK,16.9666,1,-4.084625582,NA,5.00E-05,0.00294358,yes
18516,POSTN,control,SRR926258,OK,16.7687,1,-4.067698943,NA,5.00E-05,0.00294358,yes
23221,TCF4,control,SRR926258,OK,16.7646,1,-4.067346156,NA,5.00E-05,0.00294358,yes
2371,C6,control,SRR926258,OK,16.5936,1,-4.052555009,NA,5.00E-05,0.00294358,yes
2941,CCL18,control,SRR926258,OK,16.4738,1,-4.042101474,NA,1.00E-04,0.00532905,yes
4042,CPED1,control,SRR926258,OK,16.3174,1,-4.028339293,NA,5.00E-05,0.00294358,yes
2468,C9orf24,control,SRR926258,OK,16.3044,1,-4.027189446,NA,0.00035,0.0138616,yes
17458,P3H3,control,SRR926258,OK,16.1574,1,-4.014123158,NA,5.00E-05,0.00294358,yes
5277,DTX3,control,SRR926258,OK,15.9235,1,-3.993085571,NA,5.00E-05,0.00294358,yes
690,AMHR2,control,SRR926258,OK,15.9038,1,-3.991299614,NA,5.00E-05,0.00294358,yes
9160,JPH4,control,SRR926258,OK,15.4217,1,-3.946889903,NA,1.00E-04,0.00532905,yes
9981,LDB2,control,SRR926258,OK,15.1601,1,-3.922207365,NA,5.00E-05,0.00294358,yes
18268,PLCXD3,control,SRR926258,OK,14.891,1,-3.896368736,NA,5.00E-05,0.00294358,yes
22595,SSPN,control,SRR926258,OK,14.3014,1,-3.838084478,NA,5.00E-05,0.00294358,yes
4081,CPXM2,control,SRR926258,OK,14.1043,1,-3.818063161,NA,5.00E-05,0.00294358,yes
119,ABI3BP,control,SRR926258,OK,13.9959,1,-3.806932357,NA,5.00E-05,0.00294358,yes
15198,MIR6892,control,SRR926258,OK,13.8058,1,-3.787202585,NA,2.00E-04,0.00907604,yes
6422,FBXL7,control,SRR926258,OK,13.7816,1,-3.784671485,NA,5.00E-05,0.00294358,yes
496,AGR2,control,SRR926258,OK,13.6995,1,-3.776051334,NA,5.00E-05,0.00294358,yes
8246,HLA-DRB5,control,SRR926258,OK,13.4731,1,-3.752009931,NA,5.00E-05,0.00294358,yes
17861,PDPN,control,SRR926258,OK,13.3014,1,-3.733506195,NA,5.00E-05,0.00294358,yes
7349,GLT8D2,control,SRR926258,OK,13.1569,1,-3.717747699,NA,5.00E-05,0.00294358,yes
23468,THY1,control,SRR926258,OK,13.0936,1,-3.710789906,NA,5.00E-05,0.00294358,yes
16631,NR5A1,control,SRR926258,OK,13.0859,1,-3.709941246,NA,5.00E-05,0.00294358,yes
23136,TBC1D4,control,SRR926258,OK,13.0736,1,-3.708584557,NA,5.00E-05,0.00294358,yes
5836,ESR1,control,SRR926258,OK,13.028,1,-3.70354372,NA,5.00E-05,0.00294358,yes
3244,CDO1,control,SRR926258,OK,12.992,1,-3.699551633,NA,2.00E-04,0.00907604,yes
17985,PGM5,control,SRR926258,OK,12.3592,1,-3.627513457,NA,5.00E-05,0.00294358,yes
13291,MEDAG,control,SRR926258,OK,12.3327,1,-3.624416779,NA,5.00E-05,0.00294358,yes
22830,SULF1,control,SRR926258,OK,12.2904,1,-3.619459965,NA,5.00E-05,0.00294358,yes
20896,SERTM1,control,SRR926258,OK,12.2554,1,-3.615345668,NA,5.00E-05,0.00294358,yes
2316,C3orf58,control,SRR926258,OK,11.928,1,-3.576280258,NA,5.00E-05,0.00294358,yes
23736,TMEM200A,control,SRR926258,OK,11.8067,1,-3.561533879,NA,5.00E-05,0.00294358,yes
18830,PRKCDBP,control,SRR926258,OK,11.7794,1,-3.55819415,NA,0.00015,0.00728106,yes
19451,RAMP1,control,SRR926258,OK,11.7783,1,-3.55805942,NA,0.00055,0.019207,yes
4554,DACT1,control,SRR926258,OK,11.7433,1,-3.553765974,NA,5.00E-05,0.00294358,yes
23621,TMEM100,control,SRR926258,OK,11.7383,1,-3.55315158,NA,5.00E-05,0.00294358,yes
23197,TCEAL7,control,SRR926258,OK,11.666,1,-3.544238074,NA,5.00E-05,0.00294358,yes
5434,EFCAB1,control,SRR926258,OK,11.5504,1,-3.529870909,NA,5.00E-05,0.00294358,yes
21661,SMIM10,control,SRR926258,OK,11.5002,1,-3.523587046,NA,5.00E-05,0.00294358,yes
17999,PHACTR3,control,SRR926258,OK,11.3693,1,-3.507071526,NA,5.00E-05,0.00294358,yes
2198,C1orf194,control,SRR926258,OK,11.1801,1,-3.482861187,NA,0.00045,0.0169367,yes
1985,C11orf88,control,SRR926258,OK,11.1056,1,-3.473215434,NA,0.00035,0.0138616,yes
8533,HSPB7,control,SRR926258,OK,11.0639,1,-3.467788117,NA,5.00E-05,0.00294358,yes
1020,AR,control,SRR926258,OK,10.8206,1,-3.435708593,NA,5.00E-05,0.00294358,yes
18648,PPP1R1B,control,SRR926258,OK,10.8097,1,-3.43425458,NA,5.00E-05,0.00294358,yes
3850,CNTN1,control,SRR926258,OK,10.5951,1,-3.405325299,NA,5.00E-05,0.00294358,yes
7377,GMFG,control,SRR926258,OK,10.552,1,-3.399444565,NA,9.00E-04,0.0276603,yes
13031,MAP1LC3A,control,SRR926258,OK,10.2811,1,-3.361922725,NA,4.00E-04,0.0156287,yes
5475,EGFLAM,control,SRR926258,OK,10.0744,1,-3.332622014,NA,5.00E-05,0.00294358,yes
25628,ZEB1,control,SRR926258,OK,10.0712,1,-3.332163688,NA,5.00E-05,0.00294358,yes
5704,EPB41L3,control,SRR926258,OK,9.80699,1,-3.293810407,NA,5.00E-05,0.00294358,yes
8238,HLA-DQA1,control,SRR926258,OK,9.7566,1,-3.286378482,NA,5.00E-05,0.00294358,yes
3031,CD163,control,SRR926258,OK,9.74098,1,-3.284066923,NA,5.00E-05,0.00294358,yes
15687,MS4A8,control,SRR926258,OK,9.67103,1,-3.27366955,NA,5.00E-05,0.00294358,yes
19603,RBMS3,control,SRR926258,OK,9.63353,1,-3.26806454,NA,5.00E-05,0.00294358,yes
19380,RAB9B,control,SRR926258,OK,9.58048,1,-3.260097939,NA,5.00E-05,0.00294358,yes
3114,CD93,control,SRR926258,OK,9.54496,1,-3.254739152,NA,5.00E-05,0.00294358,yes
23538,TLE4,control,SRR926258,OK,9.48861,1,-3.24619676,NA,5.00E-05,0.00294358,yes
5961,FABP3,control,SRR926258,OK,9.48189,1,-3.245174656,NA,0.00025,0.0106256,yes
3089,CD53,control,SRR926258,OK,9.41532,1,-3.235010129,NA,0.00045,0.0169367,yes
19111,PTCH2,control,SRR926258,OK,9.37773,1,-3.229238742,NA,5.00E-05,0.00294358,yes
21801,SNORA20,control,SRR926258,OK,9.34712,1,-3.224521916,NA,1.00E-04,0.00532905,yes
9093,ITLN1,control,SRR926258,OK,9.30965,1,-3.21872693,NA,5.00E-05,0.00294358,yes
2643,CAPSL,control,SRR926258,OK,9.26655,1,-3.212032314,NA,0.00045,0.0169367,yes
3694,CLEC2B,control,SRR926258,OK,9.14924,1,-3.193651908,NA,5.00E-05,0.00294358,yes
7661,GPX7,control,SRR926258,OK,9.10776,1,-3.187096275,NA,2.00E-04,0.00907604,yes
7256,GIMAP4,control,SRR926258,OK,9.10508,1,-3.186671693,NA,5.00E-05,0.00294358,yes
23794,TMEM255A,control,SRR926258,OK,9.09571,1,-3.185186257,NA,5.00E-05,0.00294358,yes
20336,RRAD,control,SRR926258,OK,9.07834,1,-3.182428521,NA,0.00015,0.00728106,yes
1927,C10orf11,control,SRR926258,OK,9.07471,1,-3.18185154,NA,6.00E-04,0.0203813,yes
21242,SLC22A3,control,SRR926258,OK,9.07423,1,-3.181775227,NA,5.00E-05,0.00294358,yes
12785,LRRN4CL,control,SRR926258,OK,9.06392,1,-3.180135128,NA,5.00E-05,0.00294358,yes
5869,EVA1C,control,SRR926258,OK,9.02067,1,-3.173234592,NA,5.00E-05,0.00294358,yes
21447,SLC44A4,control,SRR926258,OK,9.01918,1,-3.172996273,NA,5.00E-05,0.00294358,yes
21854,SNORA64,control,SRR926258,OK,8.96935,1,-3.165003438,NA,1.00E-04,0.00532905,yes
5936,F13A1,control,SRR926258,OK,8.95148,1,-3.162126231,NA,5.00E-05,0.00294358,yes
18202,PKNOX2,control,SRR926258,OK,8.89848,1,-3.153558922,NA,5.00E-05,0.00294358,yes
18264,PLCL2,control,SRR926258,OK,8.88024,1,-3.150598668,NA,5.00E-05,0.00294358,yes
5597,ELN,control,SRR926258,OK,8.79024,1,-3.135902556,NA,5.00E-05,0.00294358,yes
