,gene_id,sample_1,sample_2,status,value_1,value_2,log2_fold_change,test_stat,p_value,q_value,significant
35,AASS,control,SRR926258,OK,8.75964,1,-3.13087158,NA,5.00E-05,0.00294358,yes
6486,FCGR3A,control,SRR926258,OK,8.69481,1,-3.120154502,NA,5.00E-05,0.00294358,yes
25210,WBSCR17,control,SRR926258,OK,8.66932,1,-3.115918836,NA,5.00E-05,0.00294358,yes
15508,MORN5,control,SRR926258,OK,8.63319,1,-3.10989374,NA,0.001,0.029788,yes
15684,MS4A6A,control,SRR926258,OK,8.62106,1,-3.107865266,NA,5.00E-05,0.00294358,yes
21855,SNORA65,control,SRR926258,OK,8.61377,1,-3.106644802,NA,0.00025,0.0106256,yes
23217,TCF23,control,SRR926258,OK,8.61225,1,-3.106390199,NA,0.00165,0.0416106,yes
8352,HOPX,control,SRR926258,OK,8.58496,1,-3.101811412,NA,1.00E-04,0.00532905,yes
9055,ITGA11,control,SRR926258,OK,8.52948,1,-3.09245779,NA,5.00E-05,0.00294358,yes
21840,SNORA55,control,SRR926258,OK,8.4438,1,-3.077892407,NA,0.00145,0.0378826,yes
3396,CES1,control,SRR926258,OK,8.44175,1,-3.077542105,NA,5.00E-05,0.00294358,yes
16248,NEFH,control,SRR926258,OK,8.40224,1,-3.070773995,NA,5.00E-05,0.00294358,yes
3975,COPZ2,control,SRR926258,OK,8.35624,1,-3.062853929,NA,5.00E-04,0.0180393,yes
23783,TMEM246,control,SRR926258,OK,8.34715,1,-3.061283697,NA,5.00E-05,0.00294358,yes
4450,CYBB,control,SRR926258,OK,8.07278,1,-3.013065576,NA,5.00E-05,0.00294358,yes
6173,FAM216B,control,SRR926258,OK,8.06653,1,-3.011948199,NA,5.00E-05,0.00294358,yes
216,ACSS3,control,SRR926258,OK,8.03595,1,-3.006468588,NA,5.00E-05,0.00294358,yes
2849,CCDC184,control,SRR926258,OK,7.98767,1,-2.997774731,NA,5.00E-05,0.00294358,yes
16170,NDNF,control,SRR926258,OK,7.96083,1,-2.992918855,NA,5.00E-05,0.00294358,yes
9870,LAG3,control,SRR926258,OK,7.89347,1,-2.980659654,NA,5.00E-05,0.00294358,yes
18839,PRKD1,control,SRR926258,OK,7.81677,1,-2.966572589,NA,5.00E-05,0.00294358,yes
5394,ECSCR,control,SRR926258,OK,7.80977,1,-2.965280061,NA,5.00E-05,0.00294358,yes
16048,NAP1L3,control,SRR926258,OK,7.80337,1,-2.964097308,NA,5.00E-05,0.00294358,yes
2274,C2orf40,control,SRR926258,OK,7.72731,1,-2.949966276,NA,0.0012,0.0332452,yes
22588,SSC5D,control,SRR926258,OK,7.70184,1,-2.945203153,NA,5.00E-05,0.00294358,yes
26007,ZNF521,control,SRR926258,OK,7.62212,1,-2.930192322,NA,5.00E-05,0.00294358,yes
8742,IGLL3P,control,SRR926258,OK,7.58167,1,-2.922515663,NA,0.00195,0.0473929,yes
6605,FIBIN,control,SRR926258,OK,7.55134,1,-2.916732676,NA,5.00E-05,0.00294358,yes
11389,LOC100507387,control,SRR926258,OK,7.54614,1,-2.915738866,NA,0.00115,0.0325852,yes
16746,NUDT10,control,SRR926258,OK,7.42204,1,-2.891815776,NA,1.00E-04,0.00532905,yes
7230,GGT5,control,SRR926258,OK,7.36194,1,-2.880085992,NA,1.00E-04,0.00532905,yes
387,ADGRL4,control,SRR926258,OK,7.3576,1,-2.879235246,NA,5.00E-05,0.00294358,yes
19189,PTPRD,control,SRR926258,OK,7.32374,1,-2.872580575,NA,5.00E-05,0.00294358,yes
8839,IL33,control,SRR926258,OK,7.31427,1,-2.870713884,NA,5.00E-05,0.00294358,yes
2327,C4BPB,control,SRR926258,OK,7.31116,1,-2.870100325,NA,0.00015,0.00728106,yes
9299,KCNMB1,control,SRR926258,OK,7.23055,1,-2.854105392,NA,5.00E-05,0.00294358,yes
9926,LAYN,control,SRR926258,OK,7.16469,1,-2.840904284,NA,5.00E-05,0.00294358,yes
4543,CYYR1,control,SRR926258,OK,7.13284,1,-2.834476612,NA,5.00E-05,0.00294358,yes
24244,TRIM47,control,SRR926258,OK,7.11682,1,-2.831232748,NA,3.00E-04,0.0124471,yes
24321,TRPC1,control,SRR926258,OK,7.0984,1,-2.827493874,NA,5.00E-05,0.00294358,yes
19763,RGN,control,SRR926258,OK,7.02042,1,-2.811557343,NA,5.00E-05,0.00294358,yes
15713,MSR1,control,SRR926258,OK,6.92255,1,-2.791303569,NA,5.00E-05,0.00294358,yes
23288,TEKT1,control,SRR926258,OK,6.8911,1,-2.784734293,NA,0.00015,0.00728106,yes
16613,NR1H4,control,SRR926258,OK,6.88043,1,-2.782498731,NA,1.00E-04,0.00532905,yes
168,ACKR3,control,SRR926258,OK,6.83185,1,-2.7722763,NA,5.00E-05,0.00294358,yes
13106,Mar-02,control,SRR926258,OK,6.82562,1,-2.770960098,NA,0.00015,0.00728106,yes
5466,EFS,control,SRR926258,OK,6.76422,1,-2.757923583,NA,0.00015,0.00728106,yes
16622,NR2F1-AS1,control,SRR926258,OK,6.73403,1,-2.751470148,NA,5.00E-05,0.00294358,yes
12813,LSP1,control,SRR926258,OK,6.6765,1,-2.739092002,NA,5.00E-05,0.00294358,yes
3419,CFAP52,control,SRR926258,OK,6.67539,1,-2.738852127,NA,0.00015,0.00728106,yes
13077,MAPK10,control,SRR926258,OK,6.6125,1,-2.725195817,NA,5.00E-05,0.00294358,yes
1926,C10orf107,control,SRR926258,OK,6.59601,1,-2.721593586,NA,0.0013,0.0351767,yes
13000,MAMDC2,control,SRR926258,OK,6.43701,1,-2.68639071,NA,0.00015,0.00728106,yes
23300,TENM4,control,SRR926258,OK,6.40806,1,-2.679887656,NA,5.00E-05,0.00294358,yes
18228,PLA2G5,control,SRR926258,OK,6.3819,1,-2.673986003,NA,0.00045,0.0169367,yes
16005,NAAA,control,SRR926258,OK,6.3017,1,-2.655741075,NA,0.00025,0.0106256,yes
18507,PON3,control,SRR926258,OK,6.28561,1,-2.652052761,NA,0.00115,0.0325852,yes
3775,CMAHP,control,SRR926258,OK,6.28138,1,-2.65108155,NA,0.00015,0.00728106,yes
7926,HAND2,control,SRR926258,OK,6.21146,1,-2.634932413,NA,2.00E-04,0.00907604,yes
8411,HP,control,SRR926258,OK,6.11548,1,-2.612465739,NA,0.00035,0.0138616,yes
5962,FABP4,control,SRR926258,OK,6.07534,1,-2.60296515,NA,0.00125,0.0341418,yes
18288,PLEKHB1,control,SRR926258,OK,5.93269,1,-2.5686864,NA,5.00E-05,0.00294358,yes
8460,HS3ST2,control,SRR926258,OK,5.88398,1,-2.556792343,NA,0.00015,0.00728106,yes
55,ABCA9,control,SRR926258,OK,5.88375,1,-2.556735948,NA,5.00E-05,0.00294358,yes
3439,CFHR3,control,SRR926258,OK,5.86801,1,-2.55287133,NA,3.00E-04,0.0124471,yes
15987,N4BP2L1,control,SRR926258,OK,5.80613,1,-2.537576874,NA,5.00E-05,0.00294358,yes
22608,SSTR3,control,SRR926258,OK,5.78904,1,-2.533324125,NA,5.00E-05,0.00294358,yes
5410,EDIL3,control,SRR926258,OK,5.73836,1,-2.520638479,NA,5.00E-05,0.00294358,yes
17855,PDLIM4,control,SRR926258,OK,5.66501,1,-2.502078503,NA,3.00E-04,0.0124471,yes
7278,GJA4,control,SRR926258,OK,5.64157,1,-2.496096708,NA,0.00045,0.0169367,yes
21611,SMAD9,control,SRR926258,OK,5.59925,1,-2.485233596,NA,5.00E-05,0.00294358,yes
22418,SPI1,control,SRR926258,OK,5.55704,1,-2.474316625,NA,3.00E-04,0.0124471,yes
9963,LCMT2,control,SRR926258,OK,5.54737,1,-2.471803954,NA,2.00E-04,0.00907604,yes
3719,CLIC6,control,SRR926258,OK,5.47529,1,-2.452935379,NA,5.00E-05,0.00294358,yes
25585,ZCCHC12,control,SRR926258,OK,5.44243,1,-2.444250947,NA,5.00E-05,0.00294358,yes
9892,LAMP5,control,SRR926258,OK,5.42354,1,-2.439234821,NA,3.00E-04,0.0124471,yes
16344,NGF,control,SRR926258,OK,5.40127,1,-2.433298668,NA,0.00085,0.0264975,yes
22719,STEAP4,control,SRR926258,OK,5.39751,1,-2.432294011,NA,5.00E-05,0.00294358,yes
12872,LYNX1,control,SRR926258,OK,5.36563,1,-2.423747574,NA,5.00E-05,0.00294358,yes
7390,GNA14,control,SRR926258,OK,5.35304,1,-2.420358433,NA,5.00E-05,0.00294358,yes
21753,SNCA,control,SRR926258,OK,5.31818,1,-2.410932608,NA,5.00E-05,0.00294358,yes
25082,VIT,control,SRR926258,OK,5.29284,1,-2.404042043,NA,5.00E-05,0.00294358,yes
19140,PTGFR,control,SRR926258,OK,5.25057,1,-2.39247405,NA,5.00E-05,0.00294358,yes
15682,MS4A4A,control,SRR926258,OK,5.24333,1,-2.390483348,NA,5.00E-05,0.00294358,yes
19774,RGS1,control,SRR926258,OK,5.24152,1,-2.389985243,NA,5.00E-04,0.0180393,yes
21339,SLC2A10,control,SRR926258,OK,5.22664,1,-2.385883793,NA,5.00E-05,0.00294358,yes
25146,VSIG4,control,SRR926258,OK,5.20522,1,-2.379959141,NA,5.00E-04,0.0180393,yes
12640,LPL,control,SRR926258,OK,5.18545,1,-2.374469193,NA,5.00E-05,0.00294358,yes
7473,GOLGA8B,control,SRR926258,OK,5.12816,1,-2.358441275,NA,5.00E-05,0.00294358,yes
9605,KLHL4,control,SRR926258,OK,5.08632,1,-2.34662223,NA,5.00E-05,0.00294358,yes
5732,EPHB6,control,SRR926258,OK,5.08381,1,-2.345910113,NA,5.00E-05,0.00294358,yes
17667,PCDH18,control,SRR926258,OK,5.05431,1,-2.337514153,NA,5.00E-05,0.00294358,yes
7767,GSTA1,control,SRR926258,OK,5.04257,1,-2.334159206,NA,9.00E-04,0.0276603,yes
7038,GAL3ST4,control,SRR926258,OK,5.02401,1,-2.328839336,NA,3.00E-04,0.0124471,yes
3086,CD48,control,SRR926258,OK,5.02162,1,-2.32815286,NA,0.00165,0.0416106,yes
21542,SLC9A9,control,SRR926258,OK,4.97328,1,-2.314197658,NA,5.00E-05,0.00294358,yes
6054,FAM150B,control,SRR926258,OK,4.95383,1,-2.308544361,NA,6.00E-04,0.0203813,yes
7537,GPC6,control,SRR926258,OK,4.94129,1,-2.304887729,NA,5.00E-05,0.00294358,yes
8467,HS6ST2,control,SRR926258,OK,4.89398,1,-2.291008206,NA,5.00E-05,0.00294358,yes
22885,SV2A,control,SRR926258,OK,4.88596,1,-2.288642053,NA,5.00E-05,0.00294358,yes
9242,KCNE4,control,SRR926258,OK,4.871,1,-2.284217983,NA,0.00015,0.00728106,yes
8092,HEY2,control,SRR926258,OK,4.86759,1,-2.283207654,NA,5.00E-05,0.00294358,yes
7257,GIMAP5,control,SRR926258,OK,4.82615,1,-2.270872756,NA,0.0013,0.0351767,yes
12654,LRCH2,control,SRR926258,OK,4.80637,1,-2.264947713,NA,1.00E-04,0.00532905,yes
52,ABCA6,control,SRR926258,OK,4.79942,1,-2.26286007,NA,5.00E-05,0.00294358,yes
7589,GPR162,control,SRR926258,OK,4.78778,1,-2.259356862,NA,5.00E-05,0.00294358,yes
17805,PDE1A,control,SRR926258,OK,4.77798,1,-2.256400815,NA,2.00E-04,0.00907604,yes
125,ABO,control,SRR926258,OK,4.77339,1,-2.255014214,NA,8.00E-04,0.0255326,yes
7258,GIMAP6,control,SRR926258,OK,4.76846,1,-2.253523415,NA,5.00E-05,0.00294358,yes
365,ADGRD1,control,SRR926258,OK,4.76777,1,-2.253314641,NA,5.00E-05,0.00294358,yes
2595,CAMK1G,control,SRR926258,OK,4.71214,1,-2.236382403,NA,2.00E-04,0.00907604,yes
23195,TCEAL5,control,SRR926258,OK,4.71058,1,-2.235904706,NA,0.0018,0.0444919,yes
6589,FGG,control,SRR926258,OK,4.70691,1,-2.234780268,NA,0.00025,0.0106256,yes
20960,SGCD,control,SRR926258,OK,4.63772,1,-2.213415721,NA,5.00E-05,0.00294358,yes
17806,PDE1B,control,SRR926258,OK,4.57131,1,-2.192607658,NA,5.00E-05,0.00294358,yes
3499,CHGB,control,SRR926258,OK,4.54773,1,-2.185146604,NA,2.00E-04,0.00907604,yes
871,ANXA13,control,SRR926258,OK,4.51166,1,-2.17365835,NA,0.00075,0.0245206,yes
4423,CXorf36,control,SRR926258,OK,4.50808,1,-2.172513118,NA,5.00E-05,0.00294358,yes
23289,TEKT2,control,SRR926258,OK,4.48691,1,-2.165722246,NA,5.00E-04,0.0180393,yes
4467,CYP19A1,control,SRR926258,OK,4.41054,1,-2.140955302,NA,5.00E-05,0.00294358,yes
5677,ENPP6,control,SRR926258,OK,4.40879,1,-2.14038276,NA,1.00E-04,0.00532905,yes
6723,FMO1,control,SRR926258,OK,4.38819,1,-2.133625993,NA,2.00E-04,0.00907604,yes
25582,ZC4H2,control,SRR926258,OK,4.36241,1,-2.125125368,NA,5.00E-05,0.00294358,yes
18056,PHYHIP,control,SRR926258,OK,4.353,1,-2.12201002,NA,1.00E-04,0.00532905,yes
20268,RPRM,control,SRR926258,OK,4.34205,1,-2.118376339,NA,4.00E-04,0.0156287,yes
18352,PLXNA4,control,SRR926258,OK,4.33457,1,-2.115888882,NA,5.00E-05,0.00294358,yes
23255,TDGF1,control,SRR926258,OK,4.33335,1,-2.115482766,NA,0.00025,0.0106256,yes
2736,CBLN4,control,SRR926258,OK,4.31101,1,-2.108025909,NA,5.00E-05,0.00294358,yes
3684,CLEC14A,control,SRR926258,OK,4.30232,1,-2.105114834,NA,5.00E-05,0.00294358,yes
7259,GIMAP7,control,SRR926258,OK,4.29868,1,-2.103893718,NA,0.0015,0.0388395,yes
6547,FGD5,control,SRR926258,OK,4.28801,1,-2.10030827,NA,1.00E-04,0.00532905,yes
7126,GBGT1,control,SRR926258,OK,4.28715,1,-2.100018895,NA,0.00035,0.0138616,yes
4318,CTF1,control,SRR926258,OK,4.28437,1,-2.099083077,NA,0.00045,0.0169367,yes
19789,RGS4,control,SRR926258,OK,4.27955,1,-2.097459103,NA,0.00025,0.0106256,yes
24749,UBXN10,control,SRR926258,OK,4.26753,1,-2.093401295,NA,5.00E-05,0.00294358,yes
17705,PCDHB5,control,SRR926258,OK,4.25109,1,-2.087832803,NA,5.00E-05,0.00294358,yes
21329,SLC27A6,control,SRR926258,OK,4.25004,1,-2.087476419,NA,0.00025,0.0106256,yes
25068,VGLL3,control,SRR926258,OK,4.23398,1,-2.082014455,NA,5.00E-05,0.00294358,yes
19454,RAMP3,control,SRR926258,OK,4.22792,1,-2.079948079,NA,0.0015,0.0388395,yes
7051,GALNT15,control,SRR926258,OK,4.2127,1,-2.074745181,NA,5.00E-05,0.00294358,yes
6649,FLI1,control,SRR926258,OK,4.19027,1,-2.067043207,NA,5.00E-05,0.00294358,yes
7242,GHR,control,SRR926258,OK,4.14049,1,-2.049801511,NA,5.00E-05,0.00294358,yes
19159,PTN,control,SRR926258,OK,4.13441,1,-2.047681465,NA,0.0013,0.0351767,yes
18987,PRSS35,control,SRR926258,OK,4.0415,1,-2.014890848,NA,0.00025,0.0106256,yes
16874,ODF3B,control,SRR926258,OK,4.00307,1,-2.001106844,NA,0.0017,0.0423808,yes
